rtt;cp
69,18234;0,0
69,072835;0,0
69,19058;0,0
69,1669;0,0
70,305435;0,0
69,014225;0,0
69,448055;0,0
68,98023;0,0
69,291965;0,0
69,00059;0,0
69,434135;0,0
69,00001;0,0
68,937805;0,0
68,990345;0,0
68,917935;0,0
69,026225;0,0
69,36194;0,0
68,947595;0,0
69,0167;0,0
69,51359;0,0
68,886865;0,0
69,25838;0,0
69,849275;0,0
69,16097;0,0
69,263785;0,0
70,19878;0,0
69,39592;0,0
69,02483;0,0
68,92726;0,0
69,07507;0,0
69,105205;0,0
75,869535;0,0
70,02977;0,0
68,916385;0,0
69,29262;0,0
68,966235;0,0
69,07628;0,0
69,03353;0,0
69,025405;0,0
69,050385;0,0
69,225445;0,0
69,65661;0,0
69,182745;0,0
69,151925;0,0
69,192715;0,0
69,04165;0,0
69,00373;0,0
69,15246;0,0
69,047005;0,0
68,997355;0,0
69,04531;0,0
69,00668;0,0
78,698005;1,0
73,59975;0,0
90,37984;0,0
93,43554;0,0
95,30478;0,0
92,66576;0,0
90,80278;0,0
90,352505;0,0
68,91598;1,0
69,026695;0,0
69,096135;0,0
69,04424;0,0
69,04044;0,0
68,972425;0,0
69,031785;0,0
69,146595;0,0
70,334565;0,0
69,223605;0,0
93,23186;1,0
94,03411;0,0
90,440875;0,0
93,450495;0,0
92,639245;0,0
69,10624;1,0
69,07979;0,0
69,140245;0,0
68,981885;0,0
69,036065;0,0
68,9864;0,0
69,02866;0,0
68,96474;0,0
79,16169;0,0
69,013;0,0
68,92872;0,0
69,070385;0,0
84,397855;1,0
89,257115;0,0
86,849455;0,0
92,96038;0,0
83,785905;0,0
70,54038;1,0
69,050515;0,0
70,48359;0,0
69,03552;0,0
69,04652;0,0
69,11876;0,0
69,90261;0,0
73,47525;0,0
