rtt;cp
168,859405;0,0
169,326265;0,0
168,924095;0,0
169,11376;0,0
169,124805;0,0
169,300945;0,0
169,08927;0,0
169,216235;0,0
169,45507;0,0
169,331995;0,0
168,989375;0,0
169,00921;0,0
169,01214;0,0
168,83574;0,0
168,84706;0,0
169,13927;0,0
168,83914;0,0
169,039155;0,0
169,00156;0,0
169,335215;0,0
169,31092;0,0
169,310505;0,0
169,015775;0,0
169,4277;0,0
169,011875;0,0
172,137025;0,0
169,539055;0,0
180,05684;1,0
181,18647;0,0
181,815415;0,0
180,995955;0,0
188,110945;0,0
186,75952;0,0
186,333335;0,0
189,010265;0,0
184,488915;0,0
190,43474;0,0
203,029915;0,0
187,52279;0,0
188,041685;0,0
188,16467;0,0
188,353965;0,0
186,920985;0,0
189,33024;0,0
189,7468;0,0
189,335595;0,0
188,999475;0,0
190,67471;0,0
188,566985;0,0
189,151505;0,0
188,38827;0,0
186,25875;0,0
187,892465;0,0
188,38784;0,0
189,849975;0,0
186,310995;0,0
189,05602;0,0
190,970485;0,0
188,205615;0,0
186,38886;0,0
186,384325;0,0
189,977355;0,0
184,629845;0,0
187,603585;0,0
188,501315;0,0
183,193525;0,0
180,51756;0,0
183,100055;0,0
171,356815;1,0
171,03306;0,0
169,27992;0,0
169,3938;0,0
169,417915;0,0
169,1144;0,0
168,936365;0,0
169,385935;0,0
169,234665;0,0
169,33699;0,0
169,218675;0,0
169,01642;0,0
169,063855;0,0
169,31325;0,0
169,17274;0,0
169,058935;0,0
169,247225;0,0
169,59306;0,0
169,11354;0,0
169,07485;0,0
169,35344;0,0
169,267875;0,0
169,35694;0,0
169,33918;0,0
169,307355;0,0
169,294065;0,0
169,20533;0,0
169,315675;0,0
168,812315;0,0
169,157025;0,0
168,988315;0,0
169,30945;0,0
