rtt;cp
160,345925;0,0
161,005455;0,0
160,63103;0,0
160,298705;0,0
160,2345;0,0
160,30304;0,0
160,3881;0,0
160,460115;0,0
160,26793;0,0
160,33104;0,0
160,327175;0,0
160,71029;0,0
160,346465;0,0
160,20916;0,0
160,31002;0,0
160,601035;0,0
160,37815;0,0
160,44698;0,0
160,291385;0,0
160,28449;0,0
160,879695;0,0
160,88482;0,0
160,33372;0,0
160,599655;0,0
160,36457;0,0
163,576945;0,0
160,498675;0,0
160,66023;0,0
160,769065;0,0
160,3425;0,0
160,351555;0,0
163,962755;0,0
160,76053;0,0
160,63767;0,0
160,95193;0,0
161,032015;0,0
160,569875;0,0
160,553735;0,0
161,02281;0,0
160,58149;0,0
160,64411;0,0
161,456315;0,0
160,48824;0,0
160,62995;0,0
160,69865;0,0
161,15495;0,0
160,51888;0,0
160,37375;0,0
160,76639;0,0
160,80571;0,0
160,430125;0,0
160,445885;0,0
160,3175;0,0
160,870695;0,0
160,408405;0,0
160,44766;0,0
160,633935;0,0
160,61896;0,0
160,794585;0,0
160,39601;0,0
160,343025;0,0
160,923355;0,0
160,630985;0,0
161,00169;0,0
160,519785;0,0
161,24793;0,0
160,35237;0,0
161,00619;0,0
160,415115;0,0
160,703855;0,0
160,61686;0,0
160,748685;0,0
161,156315;0,0
161,087905;0,0
160,624355;0,0
160,46538;0,0
160,416865;0,0
160,73218;0,0
160,358355;0,0
160,535675;0,0
160,42838;0,0
160,474525;0,0
160,445215;0,0
160,90351;0,0
160,59562;0,0
160,80023;0,0
161,108905;0,0
160,444755;0,0
160,928115;0,0
160,88761;0,0
160,176275;0,0
160,48351;0,0
160,35105;0,0
160,596565;0,0
160,564;0,0
161,017765;0,0
160,525535;0,0
160,856935;0,0
160,45032;0,0
161,27611;0,0
