rtt;cp
194,91459;0,0
192,147115;0,0
192,909385;0,0
192,20081;0,0
193,82092;0,0
191,894925;0,0
193,484535;0,0
191,874715;0,0
192,783915;0,0
192,794825;0,0
192,214385;0,0
193,737505;0,0
193,051965;0,0
192,915985;0,0
191,949135;0,0
192,820525;0,0
193,23692;0,0
192,06507;0,0
193,74084;0,0
191,86466;0,0
193,077375;0,0
191,974515;0,0
192,448945;0,0
192,49718;0,0
192,99967;0,0
191,96218;0,0
192,56206;0,0
191,701805;0,0
192,24441;0,0
202,89377;0,0
192,660465;0,0
193,193305;0,0
192,44258;0,0
192,6126;0,0
196,546045;0,0
191,95038;0,0
192,504625;0,0
192,630745;0,0
192,55102;0,0
192,798935;0,0
192,055235;0,0
191,594645;0,0
192,243775;0,0
192,90145;0,0
192,838845;0,0
191,624355;0,0
191,719365;0,0
192,24842;0,0
192,014685;0,0
192,03436;0,0
192,11813;0,0
191,79035;0,0
192,273145;0,0
192,708965;0,0
192,589565;0,0
192,207035;0,0
192,421665;0,0
191,96721;0,0
192,830605;0,0
192,50699;0,0
191,739965;0,0
192,317955;0,0
193,24123;0,0
192,383465;0,0
192,247755;0,0
193,969355;0,0
192,727655;0,0
192,848635;0,0
193,318155;0,0
192,87129;0,0
192,632335;0,0
192,15095;0,0
192,207055;0,0
195,795755;0,0
193,000195;0,0
192,372115;0,0
191,867785;0,0
191,72148;0,0
192,63407;0,0
192,34179;0,0
192,745435;0,0
192,70869;0,0
191,64746;0,0
193,242825;0,0
192,199745;0,0
192,822085;0,0
192,860645;0,0
193,159865;0,0
193,187185;0,0
192,5033;0,0
192,31768;0,0
192,69114;0,0
192,25025;0,0
193,310715;0,0
193,57441;0,0
192,04022;0,0
191,973625;0,0
192,39432;0,0
192,72616;0,0
193,69202;0,0
