rtt;cp
163,20129;0,0
163,107335;0,0
163,31605;0,0
162,913875;0,0
162,931085;0,0
163,832655;0,0
162,81871;0,0
162,89182;0,0
163,196515;0,0
164,866825;0,0
163,73853;0,0
162,98538;0,0
163,998765;0,0
164,00334;0,0
163,999325;0,0
163,24726;0,0
163,13422;0,0
164,083075;0,0
163,74481;0,0
163,98764;0,0
163,655595;0,0
164,148075;0,0
163,180655;0,0
163,047245;0,0
164,014975;0,0
163,97471;0,0
164,108265;0,0
163,5911;0,0
163,10482;0,0
169,160905;0,0
165,70546;0,0
164,361805;0,0
164,051285;0,0
163,64516;0,0
163,217625;0,0
169,341705;0,0
163,283215;0,0
163,705885;0,0
165,899865;0,0
163,51594;0,0
163,46184;0,0
164,028775;0,0
163,577915;0,0
162,976695;0,0
164,805835;0,0
164,101595;0,0
163,40527;0,0
163,589605;0,0
163,74349;0,0
164,09826;0,0
164,225765;0,0
163,72078;0,0
164,193735;0,0
166,903215;0,0
163,135425;0,0
164,05168;0,0
163,921395;0,0
163,084695;0,0
163,487605;0,0
164,692975;0,0
163,211915;0,0
163,235595;0,0
164,5297;0,0
163,94866;0,0
163,751105;0,0
163,36111;0,0
162,95047;0,0
163,880295;0,0
164,497215;0,0
163,20605;0,0
163,624085;0,0
163,728645;0,0
163,20183;0,0
164,24641;0,0
163,25408;0,0
163,511865;0,0
162,98882;0,0
163,66676;0,0
164,19476;0,0
163,0294;0,0
162,917635;0,0
164,172505;0,0
163,344135;0,0
163,299275;0,0
164,188505;0,0
163,62086;0,0
163,984835;0,0
164,218445;0,0
163,69118;0,0
171,94096;0,0
163,33658;0,0
162,98602;0,0
163,52144;0,0
164,277655;0,0
162,96606;0,0
163,27171;0,0
163,45748;0,0
163,242915;0,0
163,03303;0,0
163,56836;0,0
