rtt;cp
198,070705;0,0
197,360195;0,0
197,857405;0,0
197,065555;0,0
196,936815;0,0
197,129035;0,0
197,848345;0,0
196,84564;0,0
198,480205;0,0
197,97102;0,0
196,539105;0,0
214,15737;0,0
211,42335;0,0
200,53424;0,0
216,79709;0,0
196,88861;0,0
197,902695;0,0
197,142905;0,0
208,62318;0,0
197,926285;0,0
197,535485;0,0
198,555315;0,0
196,887495;0,0
213,99982;0,0
197,238095;0,0
198,468075;0,0
196,988595;0,0
197,26338;0,0
197,318395;0,0
197,941355;0,0
197,602925;0,0
198,523315;0,0
197,58056;0,0
197,70022;0,0
197,802555;0,0
198,4857;0,0
197,46182;0,0
197,64813;0,0
196,868495;0,0
197,033155;0,0
197,44428;0,0
196,275095;0,0
196,931825;0,0
196,6561;0,0
197,47747;0,0
197,257325;0,0
196,9191;0,0
196,408805;0,0
197,122485;0,0
197,87632;0,0
197,7838;0,0
196,96757;0,0
197,166795;0,0
196,868915;0,0
197,486865;0,0
197,631565;0,0
196,195495;0,0
198,08344;0,0
196,883125;0,0
197,67575;0,0
196,936915;0,0
197,106975;0,0
197,99419;0,0
198,481465;0,0
197,406595;0,0
198,022315;0,0
197,85252;0,0
197,060585;0,0
197,35125;0,0
200,60064;0,0
208,05639;0,0
197,412765;0,0
197,91197;0,0
197,224955;0,0
197,505905;0,0
197,528435;0,0
197,67332;0,0
199,77024;0,0
196,718915;0,0
196,91374;0,0
198,04691;0,0
197,863055;0,0
197,49263;0,0
197,53718;0,0
197,31726;0,0
197,65758;0,0
197,734575;0,0
198,284625;0,0
196,920635;0,0
197,4618;0,0
197,71119;0,0
198,4839;0,0
198,183735;0,0
197,023785;0,0
197,85326;0,0
197,135805;0,0
198,141125;0,0
197,893545;0,0
197,08199;0,0
197,21469;0,0
