rtt;cp
176,43201;0,0
176,375535;0,0
176,4167;0,0
176,254515;0,0
176,591075;0,0
175,877905;0,0
176,273195;0,0
176,37365;0,0
176,47362;0,0
176,438925;0,0
176,018125;0,0
-3,0;0,0
176,154735;0,0
176,298295;0,0
175,988135;0,0
175,814925;0,0
176,07102;0,0
175,97857;0,0
176,39733;0,0
175,93223;0,0
176,290445;0,0
175,6461;0,0
175,9251;0,0
175,95949;0,0
175,848345;0,0
176,26045;0,0
176,260785;0,0
175,46362;0,0
175,51208;0,0
175,883785;0,0
176,431535;0,0
175,869125;0,0
176,102755;0,0
175,280755;0,0
176,40515;0,0
176,06398;0,0
175,74699;0,0
175,694955;0,0
175,574595;0,0
176,402015;0,0
176,11309;0,0
176,688635;0,0
175,85554;0,0
176,23971;0,0
176,59948;0,0
175,925275;0,0
176,50269;0,0
176,12382;0,0
175,78073;0,0
176,260835;0,0
176,089575;0,0
176,131325;0,0
176,47205;0,0
176,15266;0,0
175,79603;0,0
176,171205;0,0
175,963765;0,0
176,420855;0,0
175,9713;0,0
176,144405;0,0
176,200565;0,0
176,269645;0,0
175,649895;0,0
176,62192;0,0
175,969935;0,0
175,83759;0,0
176,113845;0,0
176,538065;0,0
176,199975;0,0
176,1374;0,0
175,825185;0,0
175,657855;0,0
176,42261;0,0
176,54018;0,0
176,538435;0,0
176,275235;0,0
176,049435;0,0
175,42186;0,0
176,010045;0,0
175,34377;0,0
175,81393;0,0
240,208535;0,0
176,40875;0,0
248,69897;0,0
176,0183;0,0
176,071245;0,0
176,23453;0,0
175,853945;0,0
176,36233;0,0
176,219075;0,0
175,80141;0,0
176,19348;0,0
175,874165;0,0
175,913785;0,0
176,25002;0,0
176,19432;0,0
175,97385;0,0
176,547395;0,0
176,763335;0,0
176,23804;0,0
