rtt;cp
185,39153;0,0
184,5652;0,0
183,699945;0,0
190,342055;0,0
184,11791;0,0
184,534495;0,0
184,478665;0,0
183,87231;0,0
183,74948;0,0
184,071455;0,0
184,81587;0,0
185,08149;0,0
183,636795;0,0
184,72893;0,0
184,04423;0,0
184,38066;0,0
184,712785;0,0
184,239025;0,0
184,91352;0,0
184,02861;0,0
184,315355;0,0
184,579105;0,0
183,752375;0,0
185,08615;0,0
184,028895;0,0
184,308435;0,0
184,23312;0,0
184,54095;0,0
183,9136;0,0
184,7086;0,0
184,606485;0,0
183,919505;0,0
183,841715;0,0
183,605595;0,0
184,40972;0,0
184,134315;0,0
187,262635;0,0
184,07551;0,0
184,00256;0,0
184,156925;0,0
184,508135;0,0
184,93498;0,0
184,651835;0,0
184,679845;0,0
184,262005;0,0
184,602805;0,0
184,203845;0,0
184,79122;0,0
184,865705;0,0
184,55719;0,0
184,057255;0,0
184,52651;0,0
184,06938;0,0
184,035515;0,0
184,721375;0,0
184,019235;0,0
183,980675;0,0
183,70341;0,0
184,47181;0,0
184,785075;0,0
184,72113;0,0
184,051455;0,0
183,773245;0,0
184,50843;0,0
183,839935;0,0
184,93049;0,0
184,555075;0,0
184,346325;0,0
184,23434;0,0
184,22502;0,0
183,771965;0,0
185,14134;0,0
184,694605;0,0
184,070675;0,0
185,10053;0,0
184,325595;0,0
185,076295;0,0
184,384175;0,0
183,645805;0,0
184,71547;0,0
184,47923;0,0
183,70888;0,0
184,83744;0,0
184,46606;0,0
185,58677;0,0
184,785385;0,0
184,4793;0,0
184,47059;0,0
184,193605;0,0
184,319065;0,0
184,291745;0,0
184,41715;0,0
184,25296;0,0
184,57417;0,0
184,66873;0,0
184,46108;0,0
185,00787;0,0
184,55693;0,0
184,15656;0,0
184,56554;0,0
