rtt;cp
201,34859;0,0
201,26803;0,0
201,5258;0,0
201,24914;0,0
201,38915;0,0
201,492775;0,0
201,27497;0,0
201,28015;0,0
201,304645;0,0
201,690675;0,0
201,31785;0,0
201,198795;0,0
201,283545;0,0
201,20657;0,0
201,434155;0,0
201,268005;0,0
201,396105;0,0
201,29173;0,0
201,13713;0,0
201,324065;0,0
201,182295;0,0
201,263765;0,0
201,371475;0,0
201,42697;0,0
201,215915;0,0
201,34236;0,0
201,33795;0,0
201,206985;0,0
201,24615;0,0
201,715735;0,0
201,29289;0,0
201,41661;0,0
201,210195;0,0
201,57557;0,0
201,28367;0,0
201,274925;0,0
201,2884;0,0
201,17481;0,0
201,351195;0,0
201,479085;0,0
201,177935;0,0
201,340405;0,0
201,32986;0,0
201,245235;0,0
201,392535;0,0
201,36814;0,0
201,138825;0,0
201,370235;0,0
201,34582;0,0
201,34091;0,0
201,303555;0,0
201,58212;0,0
201,27841;0,0
201,47127;0,0
201,4158;0,0
201,393275;0,0
201,22649;0,0
201,4223;0,0
201,45084;0,0
201,36662;0,0
201,23471;0,0
201,24306;0,0
201,51363;0,0
201,23171;0,0
201,45084;0,0
201,40082;0,0
201,489985;0,0
201,344165;0,0
201,399595;0,0
201,52025;0,0
201,273835;0,0
201,36742;0,0
201,437745;0,0
201,366315;0,0
201,217195;0,0
201,199275;0,0
201,22502;0,0
201,52851;0,0
201,2042;0,0
201,48116;0,0
201,78954;0,0
201,34484;0,0
201,20715;0,0
201,47615;0,0
201,259225;0,0
201,706115;0,0
201,44039;0,0
201,291285;0,0
201,209135;0,0
201,2492;0,0
201,364045;0,0
201,284835;0,0
201,21171;0,0
201,654855;0,0
201,194365;0,0
201,220235;0,0
201,294235;0,0
201,290855;0,0
201,202985;0,0
201,24658;0,0
