rtt;cp
167,01662;0,0
172,32197;0,0
167,58137;0,0
165,97405;0,0
168,17562;0,0
165,765335;0,0
165,82493;0,0
165,97378;0,0
169,98355;0,0
166,417055;0,0
166,57032;0,0
165,54256;0,0
165,852335;0,0
168,59785;0,0
167,782485;0,0
165,78511;0,0
165,854955;0,0
165,299015;0,0
167,4085;0,0
166,086925;0,0
166,53299;0,0
169,259865;0,0
166,571845;0,0
167,18467;0,0
166,53564;0,0
166,9865;0,0
165,131015;0,0
166,37396;0,0
166,704195;0,0
166,700335;0,0
166,01564;0,0
166,44245;0,0
168,00268;0,0
165,895245;0,0
167,88835;0,0
167,980965;0,0
166,903755;0,0
166,42698;0,0
166,08722;0,0
166,022665;0,0
172,31523;0,0
165,898655;0,0
166,736555;0,0
168,079285;0,0
166,43783;0,0
167,203495;0,0
165,95568;0,0
168,272405;0,0
167,44453;0,0
166,57479;0,0
166,98314;0,0
165,90598;0,0
166,9629;0,0
168,37885;0,0
166,43178;0,0
165,348405;0,0
167,097095;0,0
168,529915;0,0
168,05044;0,0
166,173065;0,0
169,217885;0,0
166,52861;0,0
167,35704;0,0
165,9633;0,0
166,61371;0,0
165,522505;0,0
167,548265;0,0
170,768145;0,0
166,87659;0,0
166,25155;0,0
166,96073;0,0
168,138215;0,0
166,886455;0,0
165,183935;0,0
168,1734;0,0
166,908935;0,0
167,917195;0,0
166,81878;0,0
166,513135;0,0
166,75334;0,0
166,135975;0,0
165,41484;0,0
165,80089;0,0
171,52583;0,0
166,54555;0,0
166,902065;0,0
166,469355;0,0
166,76826;0,0
168,67506;0,0
167,15104;0,0
168,984785;0,0
166,32626;0,0
166,70248;0,0
166,97753;0,0
166,96827;0,0
166,10158;0,0
169,00676;0,0
166,5404;0,0
167,46958;0,0
165,875285;0,0
