rtt;cp
199,406255;0,0
199,78881;0,0
199,90142;0,0
200,473285;0,0
200,195015;0,0
199,287675;0,0
198,695435;0,0
199,389175;0,0
200,05201;0,0
200,198085;0,0
199,851835;0,0
199,4365;0,0
198,318875;0,0
200,291555;0,0
199,90098;0,0
198,72511;0,0
199,744675;0,0
199,11861;0,0
199,545765;0,0
199,83713;0,0
199,92168;0,0
200,200345;0,0
199,23605;0,0
199,788225;0,0
199,44862;0,0
200,47864;0,0
199,02476;0,0
198,60996;0,0
200,28668;0,0
199,874745;0,0
200,441275;0,0
199,404875;0,0
200,0462;0,0
199,0728;0,0
199,99752;0,0
200,54946;0,0
200,49298;0,0
200,16699;0,0
199,98474;0,0
199,337905;0,0
198,87564;0,0
199,706605;0,0
200,002285;0,0
200,12787;0,0
199,804515;0,0
199,46809;0,0
199,07615;0,0
200,103525;0,0
200,0511;0,0
200,1509;0,0
200,788015;0,0
198,860415;0,0
199,53446;0,0
198,880345;0,0
199,81205;0,0
198,568365;0,0
198,4536;0,0
200,28089;0,0
198,77253;0,0
199,31695;0,0
199,26262;0,0
200,4694;0,0
200,475785;0,0
199,426965;0,0
199,14786;0,0
200,544795;0,0
199,847685;0,0
200,985445;0,0
199,332445;0,0
201,56941;0,0
198,59378;0,0
199,81959;0,0
200,178465;0,0
200,416975;0,0
199,514035;0,0
199,952365;0,0
199,757975;0,0
200,28712;0,0
198,760135;0,0
199,442175;0,0
198,6781;0,0
201,08707;0,0
199,76281;0,0
199,920075;0,0
199,774635;0,0
199,232605;0,0
200,42338;0,0
199,649185;0,0
199,197875;0,0
199,29581;0,0
200,2219;0,0
199,09586;0,0
200,47534;0,0
199,720335;0,0
198,63832;0,0
199,603045;0,0
201,27274;0,0
200,03744;0,0
200,49325;0,0
200,08174;0,0
