rtt;cp
201,991825;0,0
200,43006;0,0
202,456495;0,0
201,308865;0,0
202,27783;0,0
201,79862;0,0
201,22866;0,0
202,429125;0,0
201,21385;0,0
201,48727;0,0
200,914415;0,0
201,86947;0,0
200,73041;0,0
201,07127;0,0
202,13306;0,0
202,965535;0,0
202,191255;0,0
201,95817;0,0
201,4402;0,0
201,26167;0,0
201,53923;0,0
201,59943;0,0
200,815645;0,0
200,8513;0,0
201,630075;0,0
201,502355;0,0
201,96455;0,0
202,78534;0,0
201,6286;0,0
200,37573;0,0
202,62454;0,0
201,255235;0,0
201,00849;0,0
202,169555;0,0
200,97797;0,0
201,83691;0,0
201,580245;0,0
201,60656;0,0
201,407245;0,0
202,172935;0,0
201,84035;0,0
202,72743;0,0
202,216605;0,0
200,706475;0,0
202,32283;0,0
201,139575;0,0
202,226565;0,0
202,39004;0,0
202,629225;0,0
202,18667;0,0
201,495685;0,0
202,294225;0,0
200,658015;0,0
200,601905;0,0
202,55354;0,0
200,89784;0,0
202,063905;0,0
202,243295;0,0
201,17236;0,0
200,7726;0,0
201,422165;0,0
199,16991;0,0
201,683945;0,0
201,10395;0,0
201,8011;0,0
201,89518;0,0
201,635345;0,0
201,43966;0,0
201,485995;0,0
202,44398;0,0
200,863085;0,0
200,788005;0,0
201,257165;0,0
201,48933;0,0
201,477135;0,0
202,660845;0,0
202,74459;0,0
202,59796;0,0
200,7478;0,0
201,97353;0,0
200,91395;0,0
201,345795;0,0
202,01666;0,0
202,5665;0,0
200,876665;0,0
201,00116;0,0
201,219255;0,0
200,97659;0,0
202,36146;0,0
202,28974;0,0
202,007215;0,0
202,47696;0,0
202,757195;0,0
201,767005;0,0
201,59011;0,0
201,86269;0,0
202,01877;0,0
200,776075;0,0
201,991405;0,0
201,52419;0,0
