rtt;cp
192,633495;0,0
192,936035;0,0
192,65108;0,0
192,741125;0,0
192,40306;0,0
193,32451;0,0
192,60238;0,0
192,73543;0,0
192,536095;0,0
192,9354;0,0
192,88478;0,0
192,74908;0,0
192,710285;0,0
192,781635;0,0
192,599055;0,0
192,927435;0,0
192,60556;0,0
192,64024;0,0
192,86311;0,0
192,596535;0,0
192,63969;0,0
192,801615;0,0
192,390365;0,0
192,853875;0,0
192,371695;0,0
192,71125;0,0
192,360455;0,0
192,613735;0,0
192,682755;0,0
192,70201;0,0
192,448805;0,0
192,8489;0,0
192,555195;0,0
192,72013;0,0
192,601755;0,0
192,59381;0,0
192,611565;0,0
192,683505;0,0
192,9002;0,0
192,650725;0,0
192,65476;0,0
192,88493;0,0
193,03161;0,0
192,666215;0,0
192,57662;0,0
192,71545;0,0
192,555295;0,0
192,658755;0,0
192,45491;0,0
192,728045;0,0
192,758945;0,0
193,00665;0,0
192,514525;0,0
192,417685;0,0
192,49794;0,0
192,555435;0,0
192,552005;0,0
192,654035;0,0
192,62037;0,0
198,50637;0,0
192,54851;0,0
192,899615;0,0
192,589205;0,0
192,50941;0,0
192,63271;0,0
192,795915;0,0
192,706865;0,0
192,66006;0,0
192,62804;0,0
192,553585;0,0
192,632155;0,0
192,78966;0,0
192,39049;0,0
192,72338;0,0
192,881675;0,0
192,61141;0,0
192,658955;0,0
192,69858;0,0
192,614725;0,0
192,843915;0,0
192,961075;0,0
193,849605;0,0
193,923725;0,0
193,75051;0,0
192,570025;0,0
192,820425;0,0
192,698895;0,0
192,743215;0,0
192,605645;0,0
192,92016;0,0
192,87076;0,0
192,509585;0,0
192,72649;0,0
193,04551;0,0
192,981445;0,0
193,11244;0,0
192,69682;0,0
192,70688;0,0
192,90519;0,0
192,749035;0,0
