rtt;cp
180,322625;0,0
178,80511;0,0
178,16322;0,0
177,71043;0,0
179,11152;0,0
178,30376;0,0
178,410625;0,0
178,09252;0,0
177,970885;0,0
180,218555;0,0
179,2856;0,0
178,656065;0,0
178,264315;0,0
177,7697;0,0
179,95871;0,0
177,459205;0,0
179,489995;0,0
178,05002;0,0
179,923675;0,0
179,18249;0,0
179,44733;0,0
178,994345;0,0
179,451055;0,0
178,863315;0,0
178,81618;0,0
178,358215;0,0
178,449325;0,0
179,837835;0,0
179,131035;0,0
179,905725;0,0
179,04564;0,0
178,81444;0,0
178,79117;0,0
182,84557;0,0
179,55322;0,0
180,451815;0,0
180,020755;0,0
178,96859;0,0
177,38791;0,0
179,741155;0,0
179,114835;0,0
179,929425;0,0
179,73434;0,0
177,86823;0,0
179,165285;0,0
178,82765;0,0
179,478895;0,0
180,058505;0,0
179,11776;0,0
177,924455;0,0
179,09298;0,0
180,002545;0,0
178,56515;0,0
179,95011;0,0
179,54471;0,0
179,332365;0,0
179,01093;0,0
179,30126;0,0
176,512145;0,0
179,069445;0,0
177,64762;0,0
179,60586;0,0
178,110515;0,0
179,438245;0,0
178,5773;0,0
177,990025;0,0
179,58871;0,0
178,134095;0,0
177,726715;0,0
179,50319;0,0
180,171305;0,0
178,606075;0,0
177,71996;0,0
179,93547;0,0
179,347825;0,0
179,369315;0,0
178,470315;0,0
179,700335;0,0
179,48457;0,0
182,762435;0,0
179,81516;0,0
178,603935;0,0
177,911205;0,0
179,764235;0,0
179,379795;0,0
179,04997;0,0
179,50931;0,0
179,96854;0,0
179,690965;0,0
177,71637;0,0
177,441135;0,0
179,489005;0,0
179,25969;0,0
178,75789;0,0
179,4772;0,0
179,38688;0,0
179,797965;0,0
179,78322;0,0
179,96771;0,0
178,599885;0,0
