rtt;cp
177,50665;0,0
176,44461;0,0
176,42862;0,0
176,635255;0,0
176,841295;0,0
176,290125;0,0
176,962955;0,0
176,527925;0,0
176,14008;0,0
176,332685;0,0
176,38234;0,0
177,11638;0,0
176,739915;0,0
176,740285;0,0
177,00301;0,0
176,64768;0,0
176,672615;0,0
177,85481;0,0
176,576605;0,0
176,740285;0,0
176,389385;0,0
175,89656;0,0
176,718975;0,0
176,43665;0,0
177,532405;0,0
176,139505;0,0
176,580965;0,0
176,54242;0,0
176,74278;0,0
176,78861;0,0
177,099555;0,0
176,629155;0,0
176,549115;0,0
176,581775;0,0
176,71328;0,0
176,91921;0,0
177,093295;0,0
177,009415;0,0
176,751975;0,0
176,90615;0,0
176,975625;0,0
176,82507;0,0
176,662365;0,0
175,88523;0,0
176,500865;0,0
176,763085;0,0
176,2957;0,0
176,742245;0,0
176,684925;0,0
176,442715;0,0
176,790555;0,0
176,75615;0,0
177,424385;0,0
177,26477;0,0
177,04315;0,0
176,89492;0,0
176,97799;0,0
176,989255;0,0
177,44105;0,0
176,828945;0,0
177,177375;0,0
176,806755;0,0
176,92805;0,0
177,074405;0,0
176,4584;0,0
176,84371;0,0
177,33717;0,0
177,386715;0,0
177,17223;0,0
176,708365;0,0
177,025905;0,0
176,768595;0,0
176,708315;0,0
176,5807;0,0
176,73184;0,0
177,54866;0,0
177,319455;0,0
177,094885;0,0
177,59787;0,0
176,748115;0,0
177,33819;0,0
176,83515;0,0
177,467785;0,0
177,630325;0,0
177,192145;0,0
176,7584;0,0
177,190925;0,0
177,319455;0,0
176,63635;0,0
176,739065;0,0
176,668645;0,0
176,833885;0,0
177,171415;0,0
177,173365;0,0
176,576145;0,0
176,75555;0,0
176,668295;0,0
176,69845;0,0
176,65477;0,0
177,4449;0,0
