fileName;precision;recall
4101.csv;;0
4108.csv;;0
2158.csv;0;0
3137.csv;;0
4653.csv;;
3104.csv;;0
1816.csv;;0
3623.csv;;0
3068.csv;;0
830.csv;0;0
3964.csv;1.0;1.0
2322.csv;1.0;1.0
4902.csv;;0
2976.csv;;0
460.csv;;0
2342.csv;0.5;0.5
130.csv;0;0
2581.csv;1.0;1.0
1858.csv;;
259.csv;;
50.csv;;0
1255.csv;0;0
738.csv;;0
3694.csv;1.0;1.0
3882.csv;;
4032.csv;;
4513.csv;;0
4063.csv;;0
1751.csv;;
279.csv;;0
2491.csv;;0
1736.csv;0;0
914.csv;;0
3925.csv;;0
2519.csv;0.5;0.3333333333333333
290.csv;;0
4788.csv;;
2287.csv;0;0
1845.csv;;0
550.csv;;
3747.csv;1.0;1.0
4225.csv;;0
398.csv;0;0
1403.csv;0;0
261.csv;;0
4809.csv;;
3265.csv;;
4621.csv;0;0
2735.csv;1.0;1.0
2369.csv;0;0
3296.csv;0;0
2763.csv;0;0
3370.csv;;
2469.csv;;
2532.csv;;0
861.csv;;0
2940.csv;;0
2539.csv;;0
4434.csv;1.0;1.0
2545.csv;1.0;1.0
3418.csv;1.0;1.0
285.csv;;
2166.csv;;0
856.csv;;
4177.csv;;0
3224.csv;0;0
4363.csv;;
210.csv;;0
1325.csv;;0
1363.csv;;0
2163.csv;0;0
2500.csv;;0
481.csv;;
802.csv;0.5;0.5
1439.csv;;0
4073.csv;;0
3719.csv;;
4819.csv;;
1003.csv;0;0
1017.csv;0;0
4229.csv;;0
2184.csv;0;0
4105.csv;;
497.csv;0.5;0.25
1234.csv;0.5;0.3333333333333333
293.csv;0;0
1779.csv;;
3552.csv;;0
1509.csv;;
4123.csv;;
691.csv;;0
2194.csv;;0
232.csv;;
4311.csv;;
2088.csv;;
660.csv;;
988.csv;;0
1136.csv;0;0
1023.csv;;
1781.csv;0;0
2690.csv;;0
95.csv;1.0;0.3333333333333333
4586.csv;;
4749.csv;;
2503.csv;;0
2883.csv;;
2387.csv;0;0
192.csv;;0
3871.csv;;
60.csv;;0
3437.csv;0;0
4347.csv;1.0;1.0
1704.csv;;
3208.csv;0;0
2884.csv;;0
483.csv;0;0
615.csv;;0
250.csv;;0
2937.csv;;0
209.csv;0.5;0.3333333333333333
2075.csv;;0
2338.csv;0;0
330.csv;0.5;0.25
2752.csv;;0
4093.csv;;
1099.csv;;
1240.csv;1.0;1.0
3298.csv;;0
3374.csv;1.0;1.0
1630.csv;1.0;0.5
1331.csv;0.6666666666666666;0.6666666666666666
3781.csv;;0
3550.csv;0;0
3867.csv;;0
387.csv;;0
1728.csv;;
4046.csv;;0
4687.csv;0.5;0.16666666666666666
107.csv;1.0;1.0
2336.csv;;
3650.csv;0.5;0.5
198.csv;;0
4487.csv;;
1823.csv;;0
1227.csv;;
432.csv;0;0
2769.csv;;0
3859.csv;1.0;0.5
251.csv;1.0;1.0
4962.csv;;0
1278.csv;1.0;1.0
1577.csv;;
4990.csv;0.5;0.16666666666666666
3895.csv;;0
3049.csv;;
363.csv;;0
3911.csv;;
2953.csv;1.0;0.6666666666666666
2809.csv;0;0
2986.csv;;0
4799.csv;;
4803.csv;;
827.csv;;0
525.csv;;0
1956.csv;;0
1828.csv;0;0
3716.csv;;
4659.csv;;
621.csv;0.5;0.5
1476.csv;;0
1798.csv;0;0
4422.csv;0;0
1735.csv;;
1487.csv;;0
1764.csv;;
1139.csv;;0
134.csv;1.0;1.0
1242.csv;;0
1898.csv;1.0;0.4
1635.csv;;0
1321.csv;;
1552.csv;;
1892.csv;0;0
4401.csv;0;0
668.csv;;0
4486.csv;;0
1252.csv;;0
4375.csv;;
2980.csv;;
1872.csv;;
2781.csv;;
76.csv;;0
2099.csv;;
748.csv;;0
2578.csv;;0
2915.csv;;
3676.csv;;0
4750.csv;;0
3831.csv;;0
3896.csv;;0
3117.csv;;
634.csv;0;0
2490.csv;;0
4060.csv;;
4704.csv;;0
3162.csv;;0
548.csv;;0
4450.csv;0;0
3900.csv;1.0;0.5
4198.csv;;0
1589.csv;;0
1389.csv;;0
4457.csv;0.5;0.5
96.csv;;
466.csv;;0
163.csv;0;0
3036.csv;;0
1133.csv;0;0
92.csv;;0
1365.csv;;0
4756.csv;;0
3536.csv;;
230.csv;;
3529.csv;;0
2195.csv;0;0
2264.csv;;0
3458.csv;;0
1285.csv;0;0
1126.csv;1.0;0.5
2547.csv;;
4522.csv;;0
1714.csv;;
1245.csv;;0
4540.csv;;0
3387.csv;;0
4467.csv;;0
4898.csv;;0
3629.csv;0;0
4502.csv;;
1560.csv;;0
1261.csv;0.5;0.25
942.csv;0;0
1789.csv;;
1919.csv;;0
2008.csv;;
301.csv;;0
1585.csv;0.5;1.0
2232.csv;;0
4706.csv;;0
2713.csv;;0
4870.csv;;0
489.csv;;
3234.csv;;
2130.csv;1.0;1.0
4696.csv;;
1353.csv;0;0
4409.csv;;0
1576.csv;0;0
1400.csv;;
3516.csv;1.0;1.0
2138.csv;0;0
3612.csv;;0
1652.csv;;
2585.csv;;
1322.csv;0.5;0.3333333333333333
4770.csv;;
3918.csv;;0
4285.csv;;0
3430.csv;;0
1532.csv;;
3152.csv;;
2632.csv;0;0
4868.csv;;0
1929.csv;1.0;0.6666666666666666
1011.csv;1.0;1.0
3683.csv;;0
2799.csv;;
3025.csv;;
2081.csv;;0
700.csv;;0
3391.csv;;
3419.csv;0.5;0.5
6.csv;0;0
3735.csv;;0
207.csv;0;0
153.csv;;0
3663.csv;;
2717.csv;;0
3086.csv;1.0;1.0
2080.csv;;
1913.csv;0;0
2345.csv;;
1105.csv;;0
1741.csv;1.0;1.0
1896.csv;;
343.csv;1.0;1.0
743.csv;1.0;1.0
264.csv;0;0
2372.csv;1.0;1.0
382.csv;1.0;1.0
3056.csv;1.0;1.0
4527.csv;;0
4474.csv;;
3655.csv;;0
3932.csv;;0
102.csv;1.0;1.0
2973.csv;;0
4498.csv;0;0
253.csv;;
3643.csv;0;0
2359.csv;;0
77.csv;;
4099.csv;;
2621.csv;1.0;0.5
4843.csv;;0
3847.csv;;0
4239.csv;;0
4315.csv;0.5;0.25
1309.csv;;
511.csv;;
3244.csv;0;0
966.csv;;0
4128.csv;0;0
1619.csv;1.0;1.0
1712.csv;;0
321.csv;;
3475.csv;;0
2049.csv;;
439.csv;;
3127.csv;0.5;0.2
725.csv;;0
553.csv;;
3201.csv;;
980.csv;0.5;1.0
4576.csv;0;0
4682.csv;0;0
4100.csv;;0
4693.csv;;0
636.csv;0;0
4841.csv;;0
656.csv;0;0
3231.csv;;0
3413.csv;;0
934.csv;;
444.csv;1.0;0.4
2595.csv;;0
3796.csv;;0
3323.csv;;
1462.csv;0.5;0.5
1888.csv;;0
3198.csv;;
2271.csv;;
3216.csv;0.5;0.3333333333333333
1323.csv;;0
3159.csv;;0
3560.csv;;
2077.csv;;0
2535.csv;;
4857.csv;;0
1059.csv;1.0;1.0
2910.csv;;0
1094.csv;;
1729.csv;;0
393.csv;;
3052.csv;;
4957.csv;;0
1791.csv;;0
1725.csv;;0
4146.csv;0;0
1648.csv;;0
2116.csv;;0
1782.csv;;0
254.csv;0;0
1949.csv;;0
3076.csv;;
1442.csv;0;0
3414.csv;0;0
4760.csv;;0
2742.csv;0;0
2754.csv;0;0
1783.csv;0;0
2841.csv;;
1473.csv;0.5;0.5
3690.csv;;0
1698.csv;;0
972.csv;;
3513.csv;;
706.csv;;0
3776.csv;0;0
4656.csv;1.0;0.6666666666666666
496.csv;1.0;0.14285714285714285
4391.csv;;0
3131.csv;1.0;0.4
2095.csv;;0
1069.csv;;0
1502.csv;;0
3729.csv;;
4074.csv;;
2153.csv;;0
2065.csv;;
2070.csv;;
4861.csv;;0
3829.csv;;
4244.csv;;0
289.csv;0;0
3645.csv;;
4940.csv;;0
616.csv;0;0
3248.csv;0;0
3027.csv;;0
4671.csv;0.5;0.3333333333333333
1834.csv;;0
2751.csv;;
2601.csv;1.0;1.0
8.csv;;0
2083.csv;;
1581.csv;0.5;0.3333333333333333
1288.csv;;0
731.csv;;
1985.csv;1.0;0.16666666666666666
4459.csv;;
126.csv;;
4827.csv;;0
3143.csv;;
1286.csv;0;0
4440.csv;1.0;0.3333333333333333
2306.csv;;
3717.csv;;0
2885.csv;;0
756.csv;;0
3761.csv;0;0
2358.csv;;0
970.csv;;0
4160.csv;;0
2126.csv;;
329.csv;;0
40.csv;;0
4919.csv;;0
2480.csv;;0
3134.csv;;0
1654.csv;;
2928.csv;;0
4536.csv;;
4190.csv;0;0
2161.csv;;0
680.csv;;
1950.csv;;0
22.csv;;0
4086.csv;;0
3512.csv;0;0
2622.csv;;0
1695.csv;;0
4132.csv;;
4248.csv;0;0
904.csv;;0
4021.csv;0;0
3901.csv;;0
1398.csv;;0
3557.csv;;0
1382.csv;;0
3810.csv;;
2561.csv;;0
2747.csv;;0
3466.csv;;0
336.csv;1.0;0.5
2247.csv;;
447.csv;0;0
1087.csv;;0
1418.csv;0;0
4366.csv;;
2525.csv;;0
4638.csv;;
2718.csv;;
1276.csv;;
3949.csv;;0
2052.csv;;
4768.csv;;
446.csv;;
71.csv;;
1231.csv;;0
4453.csv;0;0
3988.csv;1.0;1.0
54.csv;;0
755.csv;0;0
2179.csv;;
797.csv;;0
3664.csv;0;0
4156.csv;;
3446.csv;0;0
1183.csv;;0
1269.csv;0.5;0.25
371.csv;1.0;1.0
154.csv;;0
4893.csv;;
2057.csv;;0
148.csv;;
2569.csv;;
1537.csv;0.5;0.5
4025.csv;;0
2038.csv;;0
2461.csv;;0
2303.csv;;0
1383.csv;;0
4006.csv;0.5;0.3333333333333333
9.csv;1.0;0.5
1977.csv;0;0
4382.csv;;0
4336.csv;;
1673.csv;0;0
2726.csv;;
1658.csv;;
2695.csv;1.0;1.0
129.csv;;
3057.csv;0.5;0.25
524.csv;;0
2524.csv;0;0
3540.csv;;0
4092.csv;;
3695.csv;;0
2744.csv;;0
4740.csv;;0
635.csv;;0
1070.csv;0.5;0.5
1875.csv;1.0;0.6666666666666666
4784.csv;;
2205.csv;0;0
2078.csv;;0
3544.csv;0;0
2036.csv;;0
1362.csv;;
1413.csv;;
2391.csv;;
1414.csv;;0
162.csv;0;0
308.csv;;0
2408.csv;;0
1768.csv;0.5;0.3333333333333333
2655.csv;0;0
911.csv;;0
3122.csv;0;0
692.csv;;
4482.csv;1.0;1.0
1883.csv;0;0
3240.csv;;0
4095.csv;;0
4867.csv;0;0
4948.csv;;0
672.csv;;0
1660.csv;1.0;1.0
4028.csv;;0
4247.csv;;
1463.csv;;
4954.csv;0;0
4087.csv;;0
1732.csv;0;0
1088.csv;;
4773.csv;;
4720.csv;;0
2459.csv;1.0;1.0
4664.csv;;
2175.csv;0;0
3596.csv;;
1894.csv;0;0
764.csv;1.0;0.5
4110.csv;;0
2011.csv;0;0
4582.csv;;
779.csv;;
2857.csv;0;0
2784.csv;;0
1613.csv;;0
887.csv;0;0
3767.csv;;0
4140.csv;;
838.csv;;
3171.csv;0.5;0.5
3977.csv;0;0
3554.csv;;0
15.csv;;0
1077.csv;;0
4556.csv;;0
2481.csv;0.5;0.14285714285714285
1829.csv;;0
2564.csv;;0
141.csv;;0
781.csv;;0
4249.csv;;
4075.csv;0.5;0.5
268.csv;;0
3032.csv;1.0;0.2
1281.csv;0;0
778.csv;1.0;0.4
4203.csv;;
1689.csv;;0
2418.csv;1.0;1.0
4477.csv;;
3119.csv;;0
1529.csv;;
57.csv;;0
237.csv;;
817.csv;;
1854.csv;;0
228.csv;;0
3995.csv;1.0;0.6666666666666666
2833.csv;;0
1590.csv;0;0
196.csv;;
1501.csv;;
2407.csv;;0
1036.csv;;0
1437.csv;;
4570.csv;0.5;1.0
4729.csv;;0
4652.csv;0.5;0.3333333333333333
4711.csv;;0
1377.csv;0;0
4604.csv;;0
3969.csv;;0
2465.csv;;
1696.csv;;0
713.csv;;
3670.csv;;
4916.csv;0.5;0.5
2782.csv;;0
131.csv;;
3658.csv;;0
3492.csv;;
2009.csv;;
1027.csv;;0
345.csv;0.5;0.3333333333333333
4689.csv;;0
2974.csv;;0
3982.csv;;
3675.csv;;0
2620.csv;0;0
2420.csv;;0
2829.csv;0;0
326.csv;0;0
572.csv;0;0
3445.csv;0;0
1360.csv;;0
3672.csv;0.5;0.3333333333333333
61.csv;;
1914.csv;;0
3332.csv;;0
4194.csv;;0
4411.csv;1.0;0.5
4174.csv;0;0
3253.csv;;
3843.csv;;
1345.csv;;0
3648.csv;;0
1623.csv;0.5;0.3333333333333333
3667.csv;;0
1446.csv;;0
1484.csv;0.5;0.5
4088.csv;;0
3223.csv;;
3259.csv;;
3108.csv;;
3106.csv;;0
4523.csv;;0
449.csv;;0
4168.csv;;
4665.csv;;
971.csv;;0
1315.csv;;0
2373.csv;0;0
1101.csv;;0
882.csv;;0
596.csv;0;0
2402.csv;;0
2262.csv;;
1871.csv;;0
2948.csv;0.5;0.5
2612.csv;;0
1379.csv;;
2909.csv;;0
2477.csv;;0
3249.csv;0;0
981.csv;0;0
344.csv;0.5;0.3333333333333333
1952.csv;0;0
3185.csv;;0
2776.csv;0;0
813.csv;1.0;0.5
3100.csv;;0
1573.csv;0;0
1199.csv;;
1799.csv;;0
4215.csv;;
4047.csv;;
3507.csv;1.0;0.3333333333333333
1634.csv;1.0;0.5
3514.csv;1.0;1.0
1794.csv;;
3340.csv;;
3528.csv;;0
3548.csv;;0
2900.csv;;0
1669.csv;;
2696.csv;0;0
3889.csv;;0
2376.csv;0;0
3873.csv;;0
309.csv;;0
4065.csv;0;0
2745.csv;;
2340.csv;0;0
4986.csv;0;0
537.csv;0.5;0.3333333333333333
3434.csv;0;0
2788.csv;;
1683.csv;;
1236.csv;;0
4748.csv;;0
2603.csv;;
1958.csv;;0
479.csv;0.5;0.2
2672.csv;0.5;0.25
2934.csv;;
637.csv;0.5;0.25
2388.csv;;
2439.csv;;
4126.csv;;
1107.csv;;0
3463.csv;;
1605.csv;0;0
3045.csv;;
3060.csv;;0
3242.csv;;0
4839.csv;;
1994.csv;0;0
4200.csv;;
3377.csv;0.5;0.3333333333333333
2444.csv;;
4039.csv;;0
2872.csv;;
5.csv;0;0
2273.csv;1.0;0.5
2662.csv;;0
4602.csv;0;0
1028.csv;;
1970.csv;;0
3327.csv;;0
2526.csv;1.0;1.0
897.csv;;0
3881.csv;0;0
187.csv;0;0
2694.csv;;
1621.csv;;
949.csv;0;0
3784.csv;;
4860.csv;;
454.csv;0;0
716.csv;0;0
4629.csv;;0
1667.csv;;
3814.csv;;0
4245.csv;;
1587.csv;0.5;0.5
1451.csv;;0
4606.csv;0;0
1402.csv;0;0
97.csv;0;0
1424.csv;;0
4468.csv;0;0
4907.csv;;0
3946.csv;;0
2993.csv;0;0
2836.csv;;0
4386.csv;;0
3.csv;;
486.csv;;0
4942.csv;1.0;1.0
2341.csv;1.0;0.6666666666666666
3868.csv;0.5;0.5
4587.csv;1.0;0.6666666666666666
144.csv;;
1511.csv;1.0;0.3333333333333333
3009.csv;;
2421.csv;;0
1026.csv;0;0
3288.csv;;0
2586.csv;;0
1042.csv;0;0
4797.csv;0;0
2683.csv;;0
3815.csv;1.0;1.0
4332.csv;;
3170.csv;;0
3618.csv;;
2927.csv;;
601.csv;;0
681.csv;;
2514.csv;;
415.csv;;
13.csv;;
4718.csv;;0
2846.csv;0;0
2968.csv;0;0
83.csv;;0
4066.csv;;0
4139.csv;;0
4510.csv;1.0;0.5
3924.csv;0.5;0.5
855.csv;;0
3864.csv;;
4647.csv;;
1859.csv;;
1010.csv;;0
2714.csv;;
1809.csv;;0
1279.csv;;
1337.csv;;
3642.csv;;
2025.csv;;0
589.csv;;0
3200.csv;;0
886.csv;0;0
2667.csv;0;0
1125.csv;0;0
2478.csv;;0
1458.csv;;0
273.csv;;
442.csv;;0
2124.csv;0;0
2604.csv;;0
613.csv;;
2743.csv;;0
1867.csv;0.5;0.5
2494.csv;;0
4330.csv;0;0
842.csv;0;0
1804.csv;;0
2668.csv;;0
4491.csv;;
1806.csv;;
1901.csv;;
1135.csv;0;0
1394.csv;0;0
4180.csv;;0
2584.csv;;0
1887.csv;;0
2771.csv;;0
3455.csv;;0
1808.csv;0.5;0.5
3213.csv;1.0;1.0
4338.csv;1.0;0.5
1390.csv;;0
1902.csv;;0
3928.csv;;0
3303.csv;;
2509.csv;0;0
3833.csv;;0
1856.csv;0.5;0.2
4287.csv;;
3944.csv;1.0;0.6666666666666666
3016.csv;1.0;0.2
3627.csv;;0
2234.csv;1.0;1.0
1865.csv;;0
4939.csv;;
295.csv;;0
1355.csv;;
4543.csv;1.0;0.5
1308.csv;;
4943.csv;1.0;0.5
3633.csv;;
3674.csv;0;0
2415.csv;;0
1545.csv;;
4208.csv;;0
1675.csv;;
482.csv;;
2385.csv;;0
4188.csv;;
3429.csv;1.0;1.0
3617.csv;0.5;0.2
3023.csv;;0
1328.csv;;
1978.csv;1.0;0.4
377.csv;1.0;1.0
1514.csv;;0
494.csv;0.5;0.5
3421.csv;;0
2151.csv;0;0
4877.csv;;
801.csv;;
1287.csv;;
4806.csv;;
2113.csv;;0
1574.csv;0.5;1.0
1570.csv;;0
2249.csv;0;0
3080.csv;;0
4561.csv;;0
4974.csv;;0
2626.csv;0;0
3305.csv;0;0
514.csv;;0
1932.csv;;0
121.csv;0;0
2243.csv;;0
3292.csv;;0
573.csv;;
1663.csv;;
4300.csv;;
1454.csv;;0
4130.csv;;0
2434.csv;0;0
3407.csv;;
2704.csv;;0
2362.csv;;0
1045.csv;;0
1304.csv;;0
2378.csv;;0
3788.csv;0;0
854.csv;;0
3959.csv;;0
3783.csv;;0
3749.csv;;0
3724.csv;;
3680.csv;;0
2104.csv;;
4651.csv;;
3129.csv;0;0
2760.csv;;
1748.csv;;0
2588.csv;0.5;0.5
2350.csv;;0
2966.csv;0;0
4883.csv;0;0
3222.csv;;0
1592.csv;;0
29.csv;1.0;0.2
337.csv;1.0;0.3333333333333333
1831.csv;;
1187.csv;;0
1855.csv;;
4427.csv;;0
3097.csv;;0
2822.csv;;0
4903.csv;0.5;0.25
2381.csv;;0
791.csv;;0
1075.csv;0;0
4667.csv;0;0
701.csv;;0
2168.csv;;
4265.csv;;0
4738.csv;;0
4423.csv;;
4125.csv;;0
3649.csv;0.5;0.2
2119.csv;0;0
3051.csv;0.5;0.3333333333333333
4007.csv;;
2528.csv;;
1659.csv;1.0;0.3333333333333333
2111.csv;1.0;0.25
3545.csv;;0
3386.csv;0;0
3078.csv;;0
1104.csv;0;0
2828.csv;;
726.csv;;0
655.csv;;0
2825.csv;;0
2912.csv;0;0
3146.csv;;0
2101.csv;0;0
200.csv;;0
335.csv;;
3462.csv;;
960.csv;0;0
891.csv;;
4818.csv;;
2213.csv;;0
1796.csv;;0
1824.csv;0;0
4041.csv;1.0;1.0
1930.csv;;0
4407.csv;;0
4545.csv;;0
87.csv;;
2623.csv;0;0
4969.csv;0.5;0.2
4648.csv;;0
676.csv;;0
1897.csv;0.5;0.5
3703.csv;1.0;0.3333333333333333
3535.csv;1.0;1.0
989.csv;0;0
4790.csv;;0
2575.csv;;
816.csv;0;0
3450.csv;;
2504.csv;;0
4836.csv;;0
1879.csv;;0
310.csv;;0
2051.csv;;
319.csv;;
1747.csv;;
3948.csv;;0
4769.csv;;0
3050.csv;;0
4449.csv;0.5;0.16666666666666666
4158.csv;;
1519.csv;0.5;0.5
2351.csv;;0
4914.csv;;
776.csv;;
2794.csv;;0
147.csv;;
4816.csv;;0
4944.csv;;0
1982.csv;;
4329.csv;0;0
4313.csv;;
1756.csv;;
1032.csv;0;0
1563.csv;;0
4838.csv;;0
2464.csv;0;0
2013.csv;;0
4945.csv;0;0
1878.csv;;
1639.csv;;0
4019.csv;;0
4922.csv;;
560.csv;;
2309.csv;1.0;1.0
2467.csv;;
650.csv;1.0;1.0
2473.csv;;0
3015.csv;0.5;0.5
307.csv;;0
3232.csv;0.5;0.16666666666666666
4690.csv;0;0
2315.csv;;
4070.csv;;0
4137.csv;;0
4994.csv;;
3659.csv;;0
2648.csv;;0
4254.csv;;0
1996.csv;;0
4805.csv;;
2496.csv;;0
2542.csv;;0
1713.csv;0;0
3534.csv;0;0
139.csv;;
4758.csv;;0
2536.csv;;
2636.csv;;0
2263.csv;;0
1556.csv;0;0
4584.csv;;0
729.csv;;0
1486.csv;1.0;1.0
2772.csv;;0
3592.csv;;
1256.csv;;0
4752.csv;;0
59.csv;;
2936.csv;;0
705.csv;;0
3209.csv;;
2259.csv;;
1700.csv;1.0;0.6666666666666666
4445.csv;;
1.csv;;
3275.csv;;
2791.csv;;
4649.csv;0;0
3121.csv;;
419.csv;0;0
1937.csv;0.5;1.0
1073.csv;;
4733.csv;0;0
2299.csv;;
4913.csv;0;0
2779.csv;0.5;0.5
3285.csv;;0
929.csv;;
2030.csv;1.0;1.0
2258.csv;;
2546.csv;;
2295.csv;;0
4381.csv;;
1518.csv;;
3238.csv;;0
840.csv;;0
3968.csv;0;0
186.csv;;0
362.csv;;0
1212.csv;;
4133.csv;;0
391.csv;;0
3541.csv;;0
523.csv;;0
3682.csv;;0
1943.csv;;0
4094.csv;;0
1758.csv;;0
3860.csv;;0
982.csv;0;0
3764.csv;;
3228.csv;0;0
2227.csv;;0
189.csv;1.0;1.0
2228.csv;;0
2522.csv;;
3751.csv;0;0
3486.csv;;0
3583.csv;1.0;1.0
35.csv;;0
1018.csv;;0
4020.csv;0.5;0.14285714285714285
1095.csv;;
4826.csv;;
4343.csv;;
1025.csv;1.0;0.2857142857142857
4635.csv;;0
1144.csv;;
1295.csv;1.0;1.0
2476.csv;;0
2957.csv;1.0;1.0
1259.csv;;
1765.csv;;
2725.csv;0;0
384.csv;0;0
4958.csv;0;0
2136.csv;;
3746.csv;;
3365.csv;;
3161.csv;1.0;1.0
1703.csv;;
1607.csv;;0
1661.csv;;0
4598.csv;;0
4452.csv;;
3844.csv;;
2188.csv;;0
3064.csv;;0
1830.csv;;
1692.csv;0.5;0.3333333333333333
4444.csv;0.5;0.5
3184.csv;;0
2591.csv;;0
1294.csv;;0
3811.csv;;
212.csv;;0
4695.csv;0;0
2159.csv;;
3823.csv;;
2978.csv;0;0
2442.csv;;
3499.csv;;0
1767.csv;;0
1399.csv;;0
2002.csv;;0
1303.csv;0;0
3834.csv;;0
1280.csv;;0
2842.csv;0;0
3335.csv;0;0
581.csv;;0
284.csv;0;0
2071.csv;;
3245.csv;;
611.csv;;0
227.csv;0;0
4111.csv;;
3011.csv;;
2861.csv;;
4688.csv;;
4796.csv;;0
4828.csv;;0
4267.csv;;0
3992.csv;;
1598.csv;;0
2722.csv;;0
2224.csv;;
3938.csv;;
2456.csv;;0
4605.csv;0;0
4640.csv;;0
3511.csv;;
4757.csv;;
990.csv;;
1505.csv;;
3600.csv;0.5;0.5
659.csv;;0
3725.csv;;0
1233.csv;;0
3020.csv;;0
1770.csv;;
792.csv;0.5;0.5
3095.csv;;0
4419.csv;0.5;0.25
3026.csv;1.0;1.0
490.csv;;
3485.csv;0;0
4575.csv;;0
2108.csv;1.0;0.4
3765.csv;;0
3791.csv;;
3058.csv;;0
4390.csv;0;0
4650.csv;1.0;1.0
3637.csv;;
3549.csv;;0
753.csv;;
3630.csv;;0
1266.csv;;0
4083.csv;;0
3838.csv;1.0;1.0
3013.csv;;0
2855.csv;0.5;0.3333333333333333
924.csv;0;0
4096.csv;0;0
2433.csv;;
1525.csv;;0
2281.csv;;
400.csv;;0
2098.csv;;0
2193.csv;;0
762.csv;;0
394.csv;;0
145.csv;;0
2911.csv;;
4368.csv;;
167.csv;;0
2155.csv;;0
3610.csv;;0
1134.csv;;0
890.csv;;
2167.csv;;0
325.csv;1.0;1.0
4854.csv;;
1448.csv;;0
1367.csv;;
1544.csv;0.5;0.5
3876.csv;0;0
2403.csv;0.5;0.3333333333333333
4947.csv;0;0
4480.csv;0;0
1861.csv;1.0;0.25
2862.csv;;
3524.csv;;0
3286.csv;;0
375.csv;0;0
19.csv;;
2646.csv;;0
23.csv;;0
4832.csv;;
4370.csv;;
3433.csv;;
3523.csv;;
3166.csv;;0
2374.csv;;0
3420.csv;;0
74.csv;0;0
4183.csv;;
3999.csv;0;0
1565.csv;;
3165.csv;;
1263.csv;;0
1513.csv;;
3399.csv;;
4678.csv;0;0
3271.csv;1.0;1.0
3986.csv;0;0
3293.csv;;0
1496.csv;1.0;1.0
1793.csv;0;0
1777.csv;;0
2921.csv;;0
1497.csv;;0
4862.csv;;0
3929.csv;;0
3578.csv;;0
1731.csv;;
4416.csv;0;0
4633.csv;;0
744.csv;;0
2516.csv;;
4022.csv;0;0
689.csv;;
2869.csv;;
4594.csv;1.0;1.0
1817.csv;0;0
1912.csv;;
155.csv;;0
707.csv;;
2609.csv;;
3206.csv;0.5;0.25
1037.csv;;0
2647.csv;;0
2165.csv;;0
1812.csv;;0
3233.csv;0;0
4321.csv;;
3877.csv;;
4118.csv;0.5;0.3333333333333333
3626.csv;;0
2896.csv;;
3801.csv;;
1001.csv;;0
1685.csv;;
4727.csv;0;0
4617.csv;;0
857.csv;;
3412.csv;;0
1969.csv;;
2493.csv;;0
1344.csv;;
1182.csv;;0
72.csv;;0
73.csv;;
3079.csv;;
2365.csv;;0
1084.csv;;
4995.csv;;0
1558.csv;;
1711.csv;;0
2658.csv;1.0;0.5
4397.csv;;0
810.csv;0;0
913.csv;;0
2837.csv;0.5;0.5
559.csv;1.0;1.0
1850.csv;0.5;0.2
2731.csv;;0
2856.csv;;
2688.csv;;0
1184.csv;0;0
917.csv;;
2858.csv;;0
1674.csv;0;0
3424.csv;;0
4365.csv;1.0;1.0
4344.csv;;0
3483.csv;0;0
3653.csv;;
4255.csv;0.5;0.3333333333333333
4875.csv;;
3163.csv;0.5;0.16666666666666666
3368.csv;;0
2203.csv;;
1435.csv;;0
1052.csv;;
1838.csv;;
3503.csv;1.0;0.6666666666666666
1475.csv;0.5;0.5
4742.csv;;0
3204.csv;1.0;0.25
3527.csv;;
137.csv;;
888.csv;;0
4346.csv;;0
1387.csv;;0
3951.csv;0;0
684.csv;;0
3326.csv;;0
2353.csv;;0
4866.csv;;0
714.csv;0;0
2356.csv;0;0
389.csv;;0
1547.csv;;
4318.csv;;0
4051.csv;;0
4641.csv;;
1924.csv;0;0
943.csv;0.5;0.5
4712.csv;;
215.csv;;0
281.csv;1.0;0.25
3579.csv;;0
2652.csv;;
4392.csv;;0
1221.csv;;0
4197.csv;;0
4908.csv;;0
1284.csv;;
1351.csv;;
4609.csv;;0
305.csv;;0
3347.csv;;
3496.csv;;0
4918.csv;;
507.csv;;0
2753.csv;;
946.csv;0;0
3998.csv;;0
3479.csv;;0
193.csv;;0
2302.csv;;
531.csv;;0
1311.csv;;0
3793.csv;;0
4181.csv;;0
629.csv;0;0
3854.csv;;
3449.csv;;
4567.csv;;0
1717.csv;0;0
694.csv;;0
4719.csv;;
1567.csv;;
771.csv;0;0
3569.csv;0;0
1197.csv;;
3741.csv;1.0;0.3333333333333333
1900.csv;;
4850.csv;;0
1004.csv;0;0
1158.csv;;
3151.csv;;0
1029.csv;1.0;0.6666666666666666
476.csv;;0
2530.csv;;
458.csv;0;0
4010.csv;1.0;0.6666666666666666
4227.csv;0;0
81.csv;0;0
829.csv;1.0;0.5
647.csv;;0
62.csv;;
2824.csv;;
767.csv;;0
1954.csv;;0
3307.csv;1.0;0.5
1419.csv;;
3110.csv;;0
1404.csv;;
4442.csv;;0
1718.csv;;
866.csv;;
710.csv;;0
4822.csv;;0
208.csv;;0
2146.csv;;
1333.csv;;
885.csv;;0
1393.csv;;
1636.csv;;
4079.csv;0;0
2217.csv;;0
4360.csv;;
3849.csv;;0
1538.csv;;0
4820.csv;0;0
4506.csv;;0
1193.csv;;
