fileName;precision;recall
12698.csv;0.0769230769231;0.333333333333
11145.csv;0.202898550725;0.933333333333
15630.csv;0.523255813953;0.483870967742
11158.csv;0.310344827586;0.692307692308
11320.csv;0.515151515152;0.708333333333
17783.csv;0.615384615385;0.571428571429
13864.csv;0.0666666666667;1.0
16933.csv;0.228070175439;0.433333333333
15271.csv;0.5;0.589743589744
22309.csv;0.190476190476;0.228571428571
22568.csv;0.131147540984;0.666666666667
19592.csv;0.485148514851;0.590361445783
12723.csv;0.222222222222;0.8
11134.csv;0.375;0.428571428571
16154.csv;0.434782608696;1.0
12707.csv;0.0810810810811;0.75
11176.csv;0.458333333333;0.846153846154
12120.csv;0.605263157895;0.766666666667
11315.csv;0.0888888888889;0.666666666667
11148.csv;0.255319148936;0.857142857143
11311.csv;0.34375;0.423076923077
11150.csv;0.134615384615;0.777777777778
11297.csv;0.180327868852;0.55
13835.csv;0.25;0.818181818182
17603.csv;0.275862068966;0.727272727273
11119.csv;0.55;0.666666666667
11833.csv;0.108108108108;0.8
11280.csv;0.323529411765;0.52380952381
11282.csv;0.3;0.521739130435
13291.csv;0.418604651163;0.857142857143
11171.csv;0.246575342466;0.391304347826
11244.csv;0.162790697674;0.875
11254.csv;0.254901960784;0.866666666667
11323.csv;0.348837209302;0.51724137931
13746.csv;0.710526315789;0.642857142857
11325.csv;0.137931034483;0.4
15018.csv;0.259259259259;0.538461538462
11180.csv;0.160714285714;0.473684210526
17643.csv;0.375;0.6
11185.csv;0.305555555556;0.647058823529
11241.csv;0.5;1.0
12125.csv;0.173076923077;0.409090909091
12919.csv;0.571428571429;0.923076923077
13029.csv;0.121951219512;0.714285714286
11815.csv;0.344827586207;0.5
14206.csv;0.0857142857143;0.25
13842.csv;0.146341463415;0.75
11824.csv;0.227272727273;0.666666666667
11293.csv;0.2;0.454545454545
11819.csv;0.271604938272;0.536585365854
