fileName;precision;recall
12698.csv;0.0;0.0
11145.csv;0.05;0.0666666666667
15630.csv;0.166666666667;0.129032258065
11158.csv;0.0;0.0
11320.csv;0.125;0.0416666666667
17783.csv;0.0;0.0
13864.csv;0.0;0.0
16933.csv;0.0;0.0
15271.csv;0.0;0.0
22309.csv;0.0333333333333;0.0285714285714
22568.csv;0.103448275862;0.25
19592.csv;0.0;0.0
12723.csv;0.0555555555556;0.0666666666667
11134.csv;0.208333333333;0.238095238095
16154.csv;0.0;0.0
12707.csv;0.0;0.0
11176.csv;0.125;0.0769230769231
12120.csv;0.4;0.2
11315.csv;0.0;0.0
11148.csv;0.0;0.0
11311.csv;0.0;0.0
11150.csv;0.0;0.0
11297.csv;0.0;0.0
13835.csv;0.0;0.0
17603.csv;0.0;0.0
11119.csv;0.157894736842;0.0909090909091
11833.csv;0.0;0.0
11280.csv;0.166666666667;0.0952380952381
11282.csv;0.166666666667;0.0869565217391
13291.csv;0.0;0.0
11171.csv;0.027027027027;0.0217391304348
11244.csv;0.0;0.0
11254.csv;0.0952380952381;0.133333333333
11323.csv;0.352941176471;0.413793103448
13746.csv;0.0;0.0
11325.csv;0.125;0.1
15018.csv;0.0;0.0
11180.csv;0.214285714286;0.157894736842
17643.csv;0.0;0.0
11185.csv;0.0;0.0
11241.csv;0.0;0.0
12125.csv;0.0344827586207;0.0909090909091
12919.csv;0.0;0.0
13029.csv;0.0;0.0
11815.csv;0.0540540540541;0.05
14206.csv;0.0;0.0
13842.csv;0.0;0.0
11824.csv;0.0;0.0
11293.csv;0.0;0.0
11819.csv;0.1;0.0975609756098
