fileName;precision;recall
12698.csv;0.153846153846;0.666666666667
11145.csv;0.217391304348;1.0
15630.csv;0.558139534884;0.516129032258
11158.csv;0.448275862069;1.0
11320.csv;0.636363636364;0.875
17783.csv;0.615384615385;0.571428571429
13864.csv;0.0666666666667;1.0
16933.csv;0.280701754386;0.533333333333
15271.csv;0.630434782609;0.74358974359
22309.csv;0.261904761905;0.314285714286
22568.csv;0.196721311475;1.0
19592.csv;0.534653465347;0.650602409639
12723.csv;0.259259259259;0.933333333333
11134.csv;0.583333333333;0.666666666667
16154.csv;0.434782608696;1.0
12707.csv;0.108108108108;1.0
11176.csv;0.5;0.923076923077
12120.csv;0.605263157895;0.766666666667
11315.csv;0.0888888888889;0.666666666667
11148.csv;0.255319148936;0.857142857143
11311.csv;0.46875;0.576923076923
11150.csv;0.173076923077;1.0
11297.csv;0.229508196721;0.7
13835.csv;0.305555555556;1.0
17603.csv;0.344827586207;0.909090909091
11119.csv;0.625;0.757575757576
11833.csv;0.108108108108;0.8
11280.csv;0.382352941176;0.619047619048
11282.csv;0.35;0.608695652174
13291.csv;0.441860465116;0.904761904762
11171.csv;0.287671232877;0.45652173913
11244.csv;0.186046511628;1.0
11254.csv;0.294117647059;1.0
11323.csv;0.604651162791;0.896551724138
13746.csv;0.815789473684;0.738095238095
11325.csv;0.275862068966;0.8
15018.csv;0.407407407407;0.846153846154
11180.csv;0.25;0.736842105263
17643.csv;0.375;0.6
11185.csv;0.388888888889;0.823529411765
11241.csv;0.5;1.0
12125.csv;0.192307692308;0.454545454545
12919.csv;0.571428571429;0.923076923077
13029.csv;0.121951219512;0.714285714286
11815.csv;0.5;0.725
14206.csv;0.142857142857;0.416666666667
13842.csv;0.170731707317;0.875
11824.csv;0.272727272727;0.8
11293.csv;0.36;0.818181818182
11819.csv;0.320987654321;0.634146341463
