fileName;precision;recall
1561.csv;1.0;0.01
4297.csv;;0
4563.csv;;0
2424.csv;1.0;0.02
1967.csv;;0
2663.csv;;0
2182.csv;1.0;0.02
49.csv;1.0;0.02
3308.csv;1.0;0.03
4895.csv;;0
381.csv;1.0;0.02
997.csv;;0
85.csv;1.0;0.04
556.csv;;0
1265.csv;1.0;0.02
1229.csv;;0
1678.csv;;0
274.csv;;0
3372.csv;;0
1232.csv;;0
690.csv;1.0;0.03
3142.csv;1.0;0.01
2543.csv;1.0;0.02
3803.csv;1.0;0.02
666.csv;;0
901.csv;1.0;0.03
4886.csv;1.0;0.05
3103.csv;;0
4725.csv;1.0;0.02
4732.csv;;0
4472.csv;1.0;0.03
220.csv;;0
3927.csv;1.0;0.03
2152.csv;1.0;0.02
31.csv;1.0;0.01
658.csv;1.0;0.01
3763.csv;1.0;0.02
4807.csv;1.0;0.02
1427.csv;1.0;0.01
4430.csv;1.0;0.03
24.csv;1.0;0.02
2453.csv;1.0;0.01
3530.csv;1.0;0.03
3328.csv;1.0;0.03
4980.csv;;0
4905.csv;;0
4511.csv;;0
565.csv;;0
3539.csv;1.0;0.01
4569.csv;1.0;0.01
2641.csv;1.0;0.01
4562.csv;1.0;0.02
3002.csv;1.0;0.03
4136.csv;;0
4637.csv;;0
1131.csv;1.0;0.01
3268.csv;1.0;0.01
3839.csv;1.0;0.01
1494.csv;;0
2354.csv;1.0;0.01
4669.csv;1.0;0.01
4911.csv;;0
1092.csv;1.0;0.01
3321.csv;;0
2170.csv;;0
4296.csv;1.0;0.01
963.csv;;0
4631.csv;1.0;0.01
2556.csv;;0
3875.csv;;0
3921.csv;1.0;0.03
2282.csv;;0
4483.csv;;0
4694.csv;;0
3317.csv;;0
730.csv;1.0;0.02
4192.csv;;0
1699.csv;;0
4035.csv;1.0;0.02
1693.csv;;0
1527.csv;1.0;0.02
3258.csv;;0
1132.csv;1.0;0.03
3348.csv;;0
1407.csv;1.0;0.01
3697.csv;1.0;0.01
4991.csv;;0
551.csv;1.0;0.02
359.csv;1.0;0.01
1976.csv;1.0;0.01
1352.csv;;0
4798.csv;1.0;0.02
4782.csv;1.0;0.01
3055.csv;;0
2272.csv;1.0;0.03
2181.csv;;0
3274.csv;;0
1847.csv;;0
1277.csv;1.0;0.02
1096.csv;;0
1433.csv;;0
4161.csv;;0
2278.csv;1.0;0.01
2797.csv;;0
4292.csv;1.0;0.01
3542.csv;;0
172.csv;1.0;0.02
1336.csv;;0
334.csv;;0
1341.csv;;0
2645.csv;1.0;0.02
1906.csv;1.0;0.01
2127.csv;1.0;0.04
369.csv;;0
3252.csv;1.0;0.03
1123.csv;;0
484.csv;;0
3472.csv;1.0;0.02
2867.csv;1.0;0.01
1412.csv;;0
2890.csv;1.0;0.02
4127.csv;1.0;0.04
3862.csv;1.0;0.03
4677.csv;;0
2787.csv;1.0;0.04
2557.csv;;0
2154.csv;1.0;0.01
1908.csv;;0
3272.csv;1.0;0.02
3941.csv;1.0;0.03
2129.csv;1.0;0.06
1893.csv;;0
2773.csv;;0
4138.csv;1.0;0.02
944.csv;1.0;0.04
2214.csv;1.0;0.04
4326.csv;1.0;0.03
2676.csv;1.0;0.01
2707.csv;;0
4345.csv;1.0;0.01
3522.csv;1.0;0.01
3125.csv;;0
20.csv;1.0;0.02
217.csv;;0
4489.csv;1.0;0.01
2034.csv;;0
4282.csv;1.0;0.01
4571.csv;1.0;0.02
3426.csv;1.0;0.01
3236.csv;1.0;0.03
733.csv;;0
4241.csv;;0
3759.csv;1.0;0.03
800.csv;;0
1787.csv;1.0;0.01
2028.csv;;0
1064.csv;;0
2661.csv;1.0;0.02
4085.csv;1.0;0.02
652.csv;1.0;0.01
3517.csv;1.0;0.01
171.csv;;0
2100.csv;;0
4884.csv;1.0;0.03
4673.csv;;0
3218.csv;1.0;0.01
3154.csv;1.0;0.02
4212.csv;1.0;0.01
1113.csv;;0
320.csv;1.0;0.01
794.csv;1.0;0.01
3325.csv;1.0;0.01
1941.csv;1.0;0.03
2517.csv;;0
2001.csv;;0
3389.csv;;0
4310.csv;1.0;0.02
4724.csv;1.0;0.04
3197.csv;1.0;0.04
4517.csv;;0
4270.csv;;0
3250.csv;1.0;0.01
2983.csv;1.0;0.01
620.csv;;0
3029.csv;1.0;0.03
2006.csv;;0
1209.csv;1.0;0.01
1371.csv;1.0;0.01
1739.csv;1.0;0.03
3531.csv;1.0;0.02
1540.csv;1.0;0.04
1842.csv;;0
418.csv;1.0;0.01
2637.csv;1.0;0.02
4317.csv;;0
3093.csv;;0
1079.csv;1.0;0.01
3778.csv;;0
2830.csv;1.0;0.04
2144.csv;;0
2981.csv;;0
213.csv;1.0;0.01
931.csv;;0
3415.csv;1.0;0.01
3276.csv;1.0;0.02
4950.csv;1.0;0.01
3416.csv;1.0;0.01
4503.csv;;0
4299.csv;;0
4762.csv;;0
3432.csv;;0
1156.csv;;0
1171.csv;;0
569.csv;1.0;0.07
4697.csv;;0
4654.csv;1.0;0.03
2377.csv;1.0;0.01
1986.csv;1.0;0.01
1334.csv;;0
3456.csv;1.0;0.01
183.csv;;0
4787.csv;;0
4057.csv;;0
1814.csv;;0
2483.csv;1.0;0.01
649.csv;1.0;0.02
599.csv;1.0;0.02
4353.csv;1.0;0.01
2925.csv;1.0;0.01
1542.csv;;0
1244.csv;1.0;0.01
2031.csv;;0
2537.csv;;0
1578.csv;1.0;0.03
2999.csv;1.0;0.01
749.csv;1.0;0.01
1289.csv;;0
3403.csv;1.0;0.01
2938.csv;1.0;0.02
2982.csv;;0
3028.csv;1.0;0.03
2843.csv;1.0;0.04
1062.csv;1.0;0.01
2756.csv;1.0;0.01
1810.csv;;0
3790.csv;;0
506.csv;1.0;0.03
1482.csv;;0
3678.csv;;0
3309.csv;1.0;0.04
619.csv;;0
2687.csv;;0
4369.csv;1.0;0.03
4929.csv;;0
4811.csv;1.0;0.03
1955.csv;;0
199.csv;;0
125.csv;1.0;0.02
1730.csv;;0
467.csv;1.0;0.01
401.csv;1.0;0.01
3357.csv;;0
1499.csv;1.0;0.01
653.csv;1.0;0.02
2889.csv;1.0;0.03
4376.csv;1.0;0.02
2445.csv;;0
4150.csv;1.0;0.01
219.csv;;0
18.csv;1.0;0.03
2991.csv;;0
1653.csv;1.0;0.05
2451.csv;;0
4670.csv;;0
1056.csv;;0
1293.csv;;0
3673.csv;;0
3176.csv;;0
1555.csv;1.0;0.02
4662.csv;1.0;0.02
4101.csv;1.0;0.01
4108.csv;1.0;0.01
2158.csv;1.0;0.01
3137.csv;1.0;0.03
4653.csv;;0
3104.csv;;0
1816.csv;1.0;0.01
3623.csv;1.0;0.03
3068.csv;;0
830.csv;1.0;0.01
3964.csv;1.0;0.01
2322.csv;1.0;0.02
4902.csv;;0
2976.csv;;0
460.csv;1.0;0.03
2342.csv;1.0;0.02
130.csv;1.0;0.05
2581.csv;1.0;0.01
1858.csv;;0
259.csv;;0
50.csv;;0
1255.csv;1.0;0.01
738.csv;1.0;0.01
3694.csv;;0
3882.csv;;0
4032.csv;;0
4513.csv;;0
4063.csv;;0
1751.csv;;0
279.csv;1.0;0.01
2491.csv;1.0;0.03
1736.csv;1.0;0.01
914.csv;1.0;0.04
3925.csv;;0
2519.csv;1.0;0.03
290.csv;1.0;0.02
4788.csv;;0
2287.csv;1.0;0.01
1845.csv;1.0;0.03
550.csv;;0
3747.csv;;0
4225.csv;1.0;0.02
398.csv;1.0;0.03
1403.csv;1.0;0.01
261.csv;1.0;0.03
4809.csv;;0
3265.csv;;0
4621.csv;1.0;0.01
2735.csv;1.0;0.01
2369.csv;1.0;0.02
3296.csv;1.0;0.01
2763.csv;;0
3370.csv;;0
2469.csv;;0
2532.csv;1.0;0.02
861.csv;;0
2940.csv;1.0;0.02
2539.csv;;0
4434.csv;1.0;0.02
2545.csv;;0
3418.csv;;0
285.csv;;0
2166.csv;1.0;0.02
856.csv;;0
4177.csv;1.0;0.01
3224.csv;1.0;0.01
4363.csv;;0
210.csv;1.0;0.03
1325.csv;1.0;0.03
1363.csv;1.0;0.02
2163.csv;;0
2500.csv;1.0;0.03
481.csv;;0
802.csv;1.0;0.01
1439.csv;;0
4073.csv;1.0;0.03
3719.csv;;0
4819.csv;;0
1003.csv;1.0;0.01
1017.csv;1.0;0.01
4229.csv;1.0;0.04
2184.csv;1.0;0.01
4105.csv;;0
497.csv;1.0;0.02
1234.csv;1.0;0.02
293.csv;1.0;0.03
1779.csv;;0
3552.csv;;0
1509.csv;;0
4123.csv;;0
691.csv;1.0;0.01
2194.csv;1.0;0.02
232.csv;;0
4311.csv;;0
2088.csv;;0
660.csv;;0
988.csv;1.0;0.02
1136.csv;1.0;0.02
1023.csv;;0
1781.csv;1.0;0.02
2690.csv;1.0;0.01
95.csv;1.0;0.02
4586.csv;1.0;0.02
4749.csv;;0
2503.csv;1.0;0.03
2883.csv;;0
2387.csv;1.0;0.03
192.csv;1.0;0.01
3871.csv;;0
60.csv;1.0;0.01
3437.csv;1.0;0.02
4347.csv;1.0;0.01
1704.csv;;0
3208.csv;;0
2884.csv;1.0;0.04
483.csv;1.0;0.02
615.csv;;0
250.csv;1.0;0.01
2937.csv;1.0;0.02
209.csv;1.0;0.02
2075.csv;1.0;0.02
2338.csv;;0
330.csv;1.0;0.02
2752.csv;1.0;0.01
4093.csv;;0
1099.csv;;0
1240.csv;1.0;0.02
3298.csv;1.0;0.01
3374.csv;;0
1630.csv;1.0;0.02
1331.csv;1.0;0.01
3781.csv;;0
3550.csv;1.0;0.01
3867.csv;1.0;0.03
387.csv;1.0;0.01
1728.csv;;0
4046.csv;1.0;0.01
4687.csv;1.0;0.01
107.csv;1.0;0.02
2336.csv;;0
3650.csv;1.0;0.02
198.csv;;0
4487.csv;;0
1823.csv;1.0;0.03
1227.csv;;0
432.csv;1.0;0.01
2769.csv;1.0;0.01
3859.csv;1.0;0.02
251.csv;1.0;0.01
4962.csv;1.0;0.01
1278.csv;1.0;0.01
1577.csv;;0
4990.csv;1.0;0.05
3895.csv;1.0;0.01
3049.csv;;0
363.csv;1.0;0.02
3911.csv;;0
2953.csv;1.0;0.01
2809.csv;;0
2986.csv;1.0;0.02
4799.csv;;0
4803.csv;;0
827.csv;1.0;0.01
525.csv;1.0;0.02
1956.csv;1.0;0.03
1828.csv;1.0;0.01
3716.csv;;0
4659.csv;;0
621.csv;1.0;0.02
1476.csv;;0
1798.csv;1.0;0.01
4422.csv;1.0;0.02
1735.csv;;0
1487.csv;1.0;0.03
1764.csv;;0
1139.csv;1.0;0.02
134.csv;;0
1242.csv;;0
1898.csv;1.0;0.04
1635.csv;1.0;0.03
1321.csv;;0
1552.csv;;0
1892.csv;1.0;0.01
4401.csv;1.0;0.01
668.csv;1.0;0.02
4486.csv;1.0;0.02
1252.csv;1.0;0.02
4375.csv;;0
2980.csv;;0
1872.csv;;0
2781.csv;;0
76.csv;1.0;0.03
2099.csv;;0
748.csv;;0
2578.csv;1.0;0.04
2915.csv;;0
3676.csv;1.0;0.01
4750.csv;;0
3831.csv;;0
3896.csv;;0
3117.csv;;0
634.csv;1.0;0.01
2490.csv;;0
4060.csv;;0
4704.csv;1.0;0.02
3162.csv;1.0;0.02
548.csv;1.0;0.02
4450.csv;1.0;0.01
3900.csv;1.0;0.01
4198.csv;1.0;0.02
1589.csv;;0
1389.csv;1.0;0.01
4457.csv;;0
96.csv;;0
466.csv;1.0;0.02
163.csv;;0
3036.csv;;0
1133.csv;1.0;0.01
92.csv;;0
1365.csv;1.0;0.01
4756.csv;1.0;0.02
3536.csv;;0
230.csv;;0
3529.csv;1.0;0.02
2195.csv;1.0;0.01
2264.csv;1.0;0.01
3458.csv;1.0;0.01
1285.csv;1.0;0.03
1126.csv;1.0;0.02
2547.csv;;0
4522.csv;1.0;0.01
1714.csv;;0
1245.csv;1.0;0.03
4540.csv;1.0;0.01
3387.csv;;0
4467.csv;1.0;0.01
4898.csv;;0
3629.csv;1.0;0.04
4502.csv;;0
1560.csv;1.0;0.02
1261.csv;1.0;0.02
942.csv;;0
1789.csv;1.0;0.01
1919.csv;;0
2008.csv;;0
301.csv;1.0;0.01
1585.csv;;0
2232.csv;1.0;0.02
4706.csv;1.0;0.02
2713.csv;1.0;0.01
4870.csv;;0
489.csv;;0
3234.csv;;0
2130.csv;1.0;0.02
4696.csv;;0
1353.csv;1.0;0.02
4409.csv;1.0;0.01
1576.csv;1.0;0.01
1400.csv;;0
3516.csv;1.0;0.02
2138.csv;1.0;0.03
3612.csv;1.0;0.01
1652.csv;;0
2585.csv;;0
1322.csv;1.0;0.02
4770.csv;;0
3918.csv;1.0;0.02
4285.csv;1.0;0.01
3430.csv;1.0;0.02
1532.csv;;0
3152.csv;;0
2632.csv;;0
4868.csv;1.0;0.01
1929.csv;1.0;0.03
1011.csv;;0
3683.csv;1.0;0.02
2799.csv;1.0;0.01
3025.csv;;0
2081.csv;1.0;0.02
700.csv;;0
3391.csv;;0
3419.csv;1.0;0.03
6.csv;1.0;0.01
3735.csv;1.0;0.01
207.csv;1.0;0.01
153.csv;1.0;0.03
3663.csv;;0
2717.csv;1.0;0.02
3086.csv;1.0;0.02
2080.csv;;0
1913.csv;1.0;0.03
2345.csv;;0
1105.csv;1.0;0.02
1741.csv;1.0;0.02
1896.csv;;0
343.csv;1.0;0.01
743.csv;;0
264.csv;1.0;0.01
2372.csv;1.0;0.02
382.csv;1.0;0.02
3056.csv;1.0;0.02
4527.csv;;0
4474.csv;;0
3655.csv;1.0;0.01
3932.csv;1.0;0.01
102.csv;1.0;0.02
2973.csv;;0
4498.csv;1.0;0.01
253.csv;;0
3643.csv;;0
2359.csv;1.0;0.01
77.csv;;0
4099.csv;;0
2621.csv;1.0;0.03
4843.csv;1.0;0.01
3847.csv;;0
4239.csv;1.0;0.03
4315.csv;1.0;0.02
1309.csv;;0
511.csv;;0
3244.csv;1.0;0.02
966.csv;1.0;0.01
4128.csv;1.0;0.01
1619.csv;1.0;0.01
1712.csv;1.0;0.03
321.csv;;0
3475.csv;1.0;0.02
2049.csv;;0
439.csv;;0
3127.csv;1.0;0.04
725.csv;1.0;0.01
553.csv;;0
3201.csv;;0
980.csv;1.0;0.01
4576.csv;;0
4682.csv;;0
4100.csv;1.0;0.03
4693.csv;1.0;0.01
636.csv;;0
4841.csv;1.0;0.01
656.csv;1.0;0.04
3231.csv;1.0;0.01
3413.csv;1.0;0.01
934.csv;;0
444.csv;1.0;0.05
2595.csv;1.0;0.03
3796.csv;1.0;0.01
3323.csv;;0
1462.csv;1.0;0.02
1888.csv;1.0;0.04
3198.csv;;0
2271.csv;;0
3216.csv;1.0;0.03
1323.csv;;0
3159.csv;1.0;0.01
3560.csv;;0
2077.csv;1.0;0.02
2535.csv;;0
4857.csv;1.0;0.01
1059.csv;;0
2910.csv;1.0;0.02
1094.csv;;0
1729.csv;1.0;0.01
393.csv;;0
3052.csv;;0
4957.csv;;0
1791.csv;1.0;0.01
1725.csv;;0
4146.csv;1.0;0.01
1648.csv;1.0;0.02
2116.csv;;0
1782.csv;1.0;0.01
254.csv;1.0;0.01
1949.csv;1.0;0.01
3076.csv;;0
1442.csv;1.0;0.03
3414.csv;1.0;0.02
4760.csv;;0
2742.csv;1.0;0.01
2754.csv;;0
1783.csv;1.0;0.02
2841.csv;;0
1473.csv;1.0;0.01
3690.csv;;0
1698.csv;1.0;0.01
972.csv;;0
3513.csv;;0
706.csv;1.0;0.02
3776.csv;1.0;0.01
4656.csv;;0
496.csv;1.0;0.02
4391.csv;1.0;0.04
3131.csv;1.0;0.03
2095.csv;1.0;0.01
1069.csv;1.0;0.02
1502.csv;1.0;0.01
3729.csv;;0
4074.csv;;0
2153.csv;1.0;0.01
2065.csv;;0
2070.csv;;0
4861.csv;;0
3829.csv;;0
4244.csv;1.0;0.03
289.csv;1.0;0.02
3645.csv;;0
4940.csv;1.0;0.01
616.csv;;0
3248.csv;1.0;0.02
3027.csv;1.0;0.01
4671.csv;1.0;0.02
1834.csv;;0
2751.csv;;0
2601.csv;1.0;0.02
8.csv;1.0;0.01
2083.csv;;0
1581.csv;1.0;0.02
1288.csv;1.0;0.01
731.csv;;0
1985.csv;1.0;0.03
4459.csv;;0
126.csv;;0
4827.csv;1.0;0.03
3143.csv;;0
1286.csv;1.0;0.02
4440.csv;;0
2306.csv;;0
3717.csv;1.0;0.01
2885.csv;1.0;0.02
756.csv;;0
3761.csv;1.0;0.05
2358.csv;1.0;0.01
970.csv;;0
4160.csv;1.0;0.03
2126.csv;;0
329.csv;1.0;0.04
40.csv;;0
4919.csv;;0
2480.csv;1.0;0.01
3134.csv;1.0;0.05
1654.csv;;0
2928.csv;1.0;0.03
4536.csv;;0
4190.csv;1.0;0.01
2161.csv;1.0;0.03
680.csv;;0
1950.csv;1.0;0.04
22.csv;1.0;0.04
4086.csv;1.0;0.02
3512.csv;1.0;0.02
2622.csv;1.0;0.02
1695.csv;1.0;0.02
4132.csv;;0
4248.csv;1.0;0.03
904.csv;1.0;0.03
4021.csv;1.0;0.01
3901.csv;;0
1398.csv;1.0;0.02
3557.csv;1.0;0.01
1382.csv;1.0;0.02
3810.csv;;0
2561.csv;1.0;0.01
2747.csv;1.0;0.01
3466.csv;1.0;0.02
336.csv;1.0;0.03
2247.csv;;0
447.csv;1.0;0.01
1087.csv;1.0;0.02
1418.csv;1.0;0.02
4366.csv;;0
2525.csv;;0
4638.csv;;0
2718.csv;;0
1276.csv;;0
3949.csv;1.0;0.01
2052.csv;;0
4768.csv;;0
446.csv;;0
71.csv;;0
1231.csv;;0
4453.csv;1.0;0.01
3988.csv;1.0;0.02
54.csv;1.0;0.02
755.csv;1.0;0.01
2179.csv;;0
797.csv;1.0;0.04
3664.csv;1.0;0.02
4156.csv;;0
3446.csv;;0
1183.csv;1.0;0.01
1269.csv;1.0;0.02
371.csv;1.0;0.01
154.csv;1.0;0.01
4893.csv;;0
2057.csv;1.0;0.02
148.csv;;0
2569.csv;;0
1537.csv;1.0;0.02
4025.csv;1.0;0.01
2038.csv;1.0;0.01
2461.csv;1.0;0.01
2303.csv;1.0;0.02
1383.csv;1.0;0.02
4006.csv;1.0;0.02
9.csv;1.0;0.04
1977.csv;1.0;0.01
4382.csv;;0
4336.csv;;0
1673.csv;1.0;0.01
2726.csv;;0
1658.csv;;0
2695.csv;1.0;0.02
129.csv;;0
3057.csv;1.0;0.04
524.csv;1.0;0.02
2524.csv;;0
3540.csv;1.0;0.01
4092.csv;;0
3695.csv;;0
2744.csv;;0
4740.csv;1.0;0.02
635.csv;1.0;0.03
1070.csv;;0
1875.csv;1.0;0.02
4784.csv;;0
2205.csv;1.0;0.01
2078.csv;;0
3544.csv;;0
2036.csv;1.0;0.01
1362.csv;;0
1413.csv;;0
2391.csv;;0
1414.csv;1.0;0.04
162.csv;1.0;0.02
308.csv;1.0;0.03
2408.csv;1.0;0.01
1768.csv;1.0;0.02
2655.csv;1.0;0.04
911.csv;1.0;0.01
3122.csv;1.0;0.02
692.csv;;0
4482.csv;;0
1883.csv;1.0;0.01
3240.csv;1.0;0.02
4095.csv;1.0;0.01
4867.csv;1.0;0.01
4948.csv;1.0;0.01
672.csv;1.0;0.02
1660.csv;1.0;0.02
4028.csv;1.0;0.01
4247.csv;;0
1463.csv;;0
4954.csv;;0
4087.csv;1.0;0.01
1732.csv;1.0;0.02
1088.csv;;0
4773.csv;;0
4720.csv;1.0;0.02
2459.csv;;0
4664.csv;;0
2175.csv;1.0;0.01
3596.csv;;0
1894.csv;1.0;0.01
764.csv;1.0;0.02
4110.csv;1.0;0.02
2011.csv;;0
4582.csv;;0
779.csv;;0
2857.csv;1.0;0.02
2784.csv;1.0;0.01
1613.csv;1.0;0.03
887.csv;;0
3767.csv;1.0;0.02
4140.csv;;0
838.csv;;0
3171.csv;1.0;0.02
3977.csv;1.0;0.01
3554.csv;1.0;0.02
15.csv;;0
1077.csv;;0
4556.csv;1.0;0.01
2481.csv;1.0;0.06
1829.csv;;0
2564.csv;1.0;0.04
141.csv;1.0;0.02
781.csv;;0
4249.csv;;0
4075.csv;;0
268.csv;;0
3032.csv;1.0;0.03
1281.csv;1.0;0.01
778.csv;1.0;0.04
4203.csv;;0
1689.csv;1.0;0.01
2418.csv;;0
4477.csv;;0
3119.csv;;0
1529.csv;;0
57.csv;1.0;0.01
237.csv;1.0;0.01
817.csv;;0
1854.csv;;0
228.csv;1.0;0.03
3995.csv;1.0;0.02
2833.csv;;0
1590.csv;;0
196.csv;;0
1501.csv;;0
2407.csv;1.0;0.01
1036.csv;1.0;0.02
1437.csv;;0
4570.csv;1.0;0.01
4729.csv;1.0;0.03
4652.csv;1.0;0.02
4711.csv;1.0;0.03
1377.csv;;0
4604.csv;1.0;0.01
3969.csv;1.0;0.01
2465.csv;;0
1696.csv;1.0;0.01
713.csv;;0
3670.csv;;0
4916.csv;1.0;0.02
2782.csv;1.0;0.01
131.csv;;0
3658.csv;1.0;0.01
3492.csv;1.0;0.02
2009.csv;;0
1027.csv;1.0;0.01
345.csv;1.0;0.03
4689.csv;;0
2974.csv;1.0;0.03
3982.csv;;0
3675.csv;1.0;0.01
2620.csv;;0
2420.csv;1.0;0.02
2829.csv;1.0;0.01
326.csv;;0
572.csv;;0
3445.csv;1.0;0.03
1360.csv;1.0;0.02
3672.csv;1.0;0.03
61.csv;;0
1914.csv;1.0;0.02
3332.csv;1.0;0.01
4194.csv;1.0;0.01
4411.csv;1.0;0.02
4174.csv;1.0;0.02
3253.csv;;0
3843.csv;;0
1345.csv;1.0;0.04
3648.csv;1.0;0.02
1623.csv;1.0;0.02
3667.csv;1.0;0.01
1446.csv;1.0;0.01
1484.csv;1.0;0.02
4088.csv;1.0;0.02
3223.csv;;0
3259.csv;;0
3108.csv;;0
3106.csv;1.0;0.01
4523.csv;1.0;0.03
449.csv;1.0;0.04
4168.csv;;0
4665.csv;;0
971.csv;1.0;0.01
1315.csv;1.0;0.01
2373.csv;1.0;0.02
1101.csv;1.0;0.02
882.csv;1.0;0.03
596.csv;;0
2402.csv;1.0;0.03
2262.csv;;0
1871.csv;;0
2948.csv;1.0;0.02
2612.csv;1.0;0.03
1379.csv;;0
2909.csv;1.0;0.01
2477.csv;1.0;0.02
3249.csv;1.0;0.01
981.csv;1.0;0.01
344.csv;1.0;0.03
1952.csv;1.0;0.03
3185.csv;1.0;0.02
2776.csv;1.0;0.01
813.csv;1.0;0.03
3100.csv;1.0;0.02
1573.csv;1.0;0.01
1199.csv;;0
1799.csv;;0
4215.csv;;0
4047.csv;;0
3507.csv;1.0;0.04
1634.csv;1.0;0.04
3514.csv;1.0;0.02
1794.csv;;0
3340.csv;;0
3528.csv;1.0;0.01
3548.csv;1.0;0.02
2900.csv;;0
1669.csv;;0
2696.csv;;0
3889.csv;1.0;0.01
2376.csv;;0
3873.csv;1.0;0.03
309.csv;;0
4065.csv;1.0;0.01
2745.csv;;0
2340.csv;;0
4986.csv;1.0;0.02
537.csv;1.0;0.03
3434.csv;1.0;0.02
2788.csv;;0
1683.csv;;0
1236.csv;1.0;0.01
4748.csv;1.0;0.02
2603.csv;;0
1958.csv;1.0;0.01
479.csv;1.0;0.02
2672.csv;1.0;0.04
2934.csv;;0
637.csv;1.0;0.02
2388.csv;;0
2439.csv;;0
4126.csv;;0
1107.csv;1.0;0.03
3463.csv;;0
1605.csv;1.0;0.03
3045.csv;;0
3060.csv;1.0;0.03
3242.csv;1.0;0.02
4839.csv;;0
1994.csv;1.0;0.04
4200.csv;;0
3377.csv;1.0;0.03
2444.csv;;0
4039.csv;1.0;0.02
2872.csv;;0
5.csv;1.0;0.01
2273.csv;1.0;0.02
2662.csv;1.0;0.01
4602.csv;1.0;0.01
1028.csv;;0
1970.csv;1.0;0.02
3327.csv;1.0;0.03
2526.csv;1.0;0.01
897.csv;;0
3881.csv;1.0;0.01
187.csv;;0
2694.csv;;0
1621.csv;;0
949.csv;1.0;0.01
3784.csv;;0
4860.csv;;0
454.csv;1.0;0.02
716.csv;1.0;0.02
4629.csv;1.0;0.07
1667.csv;;0
3814.csv;1.0;0.02
4245.csv;;0
1587.csv;1.0;0.02
1451.csv;1.0;0.02
4606.csv;1.0;0.01
1402.csv;1.0;0.02
97.csv;1.0;0.01
1424.csv;1.0;0.03
4468.csv;1.0;0.01
4907.csv;1.0;0.01
3946.csv;1.0;0.04
2993.csv;1.0;0.03
2836.csv;1.0;0.02
4386.csv;1.0;0.04
3.csv;;0
486.csv;1.0;0.01
4942.csv;;0
2341.csv;1.0;0.02
3868.csv;1.0;0.01
4587.csv;1.0;0.02
144.csv;;0
1511.csv;1.0;0.01
3009.csv;;0
2421.csv;1.0;0.01
1026.csv;1.0;0.01
3288.csv;1.0;0.01
2586.csv;1.0;0.01
1042.csv;1.0;0.05
4797.csv;;0
2683.csv;1.0;0.01
3815.csv;1.0;0.01
4332.csv;;0
3170.csv;1.0;0.01
3618.csv;;0
2927.csv;;0
601.csv;1.0;0.01
681.csv;;0
2514.csv;;0
415.csv;;0
13.csv;;0
4718.csv;;0
2846.csv;;0
2968.csv;1.0;0.02
83.csv;1.0;0.04
4066.csv;1.0;0.01
4139.csv;1.0;0.01
4510.csv;1.0;0.02
3924.csv;1.0;0.02
855.csv;;0
3864.csv;;0
4647.csv;;0
1859.csv;;0
1010.csv;1.0;0.01
2714.csv;;0
1809.csv;1.0;0.01
1279.csv;;0
1337.csv;;0
3642.csv;;0
2025.csv;1.0;0.03
589.csv;;0
3200.csv;1.0;0.01
886.csv;1.0;0.02
2667.csv;1.0;0.02
1125.csv;1.0;0.01
2478.csv;1.0;0.01
1458.csv;1.0;0.02
273.csv;;0
442.csv;1.0;0.01
2124.csv;;0
2604.csv;1.0;0.02
613.csv;;0
2743.csv;1.0;0.01
1867.csv;1.0;0.04
2494.csv;1.0;0.01
4330.csv;1.0;0.01
842.csv;;0
1804.csv;;0
2668.csv;1.0;0.02
4491.csv;;0
1806.csv;;0
1901.csv;;0
1135.csv;1.0;0.02
1394.csv;;0
4180.csv;1.0;0.01
2584.csv;1.0;0.03
1887.csv;1.0;0.03
2771.csv;1.0;0.01
3455.csv;;0
1808.csv;1.0;0.01
3213.csv;1.0;0.01
4338.csv;1.0;0.02
1390.csv;1.0;0.04
1902.csv;1.0;0.03
3928.csv;1.0;0.01
3303.csv;;0
2509.csv;1.0;0.02
3833.csv;1.0;0.01
1856.csv;1.0;0.01
4287.csv;;0
3944.csv;1.0;0.02
3016.csv;1.0;0.03
3627.csv;;0
2234.csv;1.0;0.02
1865.csv;;0
4939.csv;;0
295.csv;1.0;0.01
1355.csv;;0
4543.csv;1.0;0.03
1308.csv;;0
4943.csv;1.0;0.02
3633.csv;;0
3674.csv;1.0;0.01
2415.csv;1.0;0.03
1545.csv;;0
4208.csv;1.0;0.01
1675.csv;1.0;0.02
482.csv;;0
2385.csv;;0
4188.csv;1.0;0.01
3429.csv;;0
3617.csv;1.0;0.05
3023.csv;1.0;0.01
1328.csv;;0
1978.csv;1.0;0.03
377.csv;1.0;0.02
1514.csv;;0
494.csv;;0
3421.csv;;0
2151.csv;1.0;0.02
4877.csv;;0
801.csv;;0
1287.csv;;0
4806.csv;;0
2113.csv;1.0;0.01
1574.csv;;0
1570.csv;;0
2249.csv;1.0;0.01
3080.csv;1.0;0.01
4561.csv;1.0;0.02
4974.csv;1.0;0.01
2626.csv;1.0;0.04
3305.csv;1.0;0.04
514.csv;1.0;0.01
1932.csv;1.0;0.02
121.csv;;0
2243.csv;;0
3292.csv;1.0;0.01
573.csv;;0
1663.csv;;0
4300.csv;;0
1454.csv;1.0;0.01
4130.csv;;0
2434.csv;1.0;0.02
3407.csv;;0
2704.csv;1.0;0.01
2362.csv;;0
1045.csv;1.0;0.01
1304.csv;;0
2378.csv;;0
