fileName;precision;recall
3788.csv;1.0;0.01
854.csv;1.0;0.01
3959.csv;1.0;0.03
3783.csv;1.0;0.01
3749.csv;1.0;0.01
3724.csv;;0
3680.csv;1.0;0.02
2104.csv;;0
4651.csv;;0
3129.csv;1.0;0.01
2760.csv;;0
1748.csv;;0
2588.csv;1.0;0.02
2350.csv;;0
2966.csv;1.0;0.01
4883.csv;;0
3222.csv;1.0;0.03
1592.csv;1.0;0.03
29.csv;1.0;0.05
337.csv;1.0;0.05
1831.csv;;0
1187.csv;1.0;0.03
1855.csv;;0
4427.csv;1.0;0.01
3097.csv;;0
2822.csv;1.0;0.01
4903.csv;1.0;0.02
2381.csv;1.0;0.01
791.csv;1.0;0.03
1075.csv;1.0;0.02
4667.csv;1.0;0.01
701.csv;1.0;0.01
2168.csv;;0
4265.csv;;0
4738.csv;1.0;0.01
4423.csv;;0
4125.csv;1.0;0.03
3649.csv;1.0;0.05
2119.csv;1.0;0.01
3051.csv;1.0;0.02
4007.csv;;0
2528.csv;;0
1659.csv;1.0;0.02
2111.csv;1.0;0.05
3545.csv;1.0;0.02
3386.csv;1.0;0.04
3078.csv;;0
1104.csv;1.0;0.03
2828.csv;;0
726.csv;1.0;0.01
655.csv;1.0;0.01
2825.csv;1.0;0.01
2912.csv;1.0;0.02
3146.csv;1.0;0.01
2101.csv;1.0;0.01
200.csv;;0
335.csv;;0
3462.csv;;0
960.csv;;0
891.csv;;0
4818.csv;;0
2213.csv;1.0;0.01
1796.csv;1.0;0.03
1824.csv;1.0;0.02
4041.csv;1.0;0.02
1930.csv;1.0;0.02
4407.csv;1.0;0.02
4545.csv;1.0;0.03
87.csv;;0
2623.csv;;0
4969.csv;1.0;0.05
4648.csv;1.0;0.04
676.csv;1.0;0.02
1897.csv;1.0;0.02
3703.csv;1.0;0.05
3535.csv;1.0;0.02
989.csv;1.0;0.01
4790.csv;1.0;0.01
2575.csv;;0
816.csv;;0
3450.csv;;0
2504.csv;1.0;0.01
4836.csv;1.0;0.02
1879.csv;1.0;0.01
310.csv;;0
2051.csv;;0
319.csv;;0
1747.csv;;0
3948.csv;1.0;0.02
4769.csv;;0
3050.csv;;0
4449.csv;1.0;0.04
4158.csv;;0
1519.csv;1.0;0.01
2351.csv;1.0;0.02
4914.csv;;0
776.csv;;0
2794.csv;;0
147.csv;;0
4816.csv;1.0;0.03
4944.csv;1.0;0.02
1982.csv;1.0;0.01
4329.csv;1.0;0.01
4313.csv;;0
1756.csv;;0
1032.csv;1.0;0.02
1563.csv;1.0;0.03
4838.csv;1.0;0.01
2464.csv;1.0;0.02
2013.csv;;0
4945.csv;;0
1878.csv;;0
1639.csv;1.0;0.02
4019.csv;;0
4922.csv;;0
560.csv;;0
2309.csv;1.0;0.01
2467.csv;;0
650.csv;;0
2473.csv;1.0;0.01
3015.csv;1.0;0.03
307.csv;;0
3232.csv;1.0;0.04
4690.csv;;0
2315.csv;;0
4070.csv;;0
4137.csv;1.0;0.03
4994.csv;;0
3659.csv;1.0;0.02
2648.csv;;0
4254.csv;;0
1996.csv;;0
4805.csv;;0
2496.csv;1.0;0.01
2542.csv;;0
1713.csv;1.0;0.03
3534.csv;1.0;0.01
139.csv;;0
4758.csv;1.0;0.01
2536.csv;;0
2636.csv;1.0;0.01
2263.csv;1.0;0.02
1556.csv;1.0;0.02
4584.csv;;0
729.csv;1.0;0.02
1486.csv;1.0;0.01
2772.csv;1.0;0.01
3592.csv;;0
1256.csv;1.0;0.03
4752.csv;1.0;0.01
59.csv;;0
2936.csv;1.0;0.03
705.csv;1.0;0.01
3209.csv;;0
2259.csv;;0
1700.csv;1.0;0.01
4445.csv;;0
1.csv;;0
3275.csv;;0
2791.csv;;0
4649.csv;1.0;0.01
3121.csv;;0
419.csv;;0
1937.csv;1.0;0.01
1073.csv;;0
4733.csv;1.0;0.01
2299.csv;;0
4913.csv;1.0;0.01
2779.csv;1.0;0.02
3285.csv;1.0;0.01
929.csv;;0
2030.csv;1.0;0.02
2258.csv;1.0;0.01
2546.csv;;0
2295.csv;1.0;0.04
4381.csv;;0
1518.csv;;0
3238.csv;1.0;0.02
840.csv;1.0;0.01
3968.csv;1.0;0.01
186.csv;1.0;0.01
362.csv;1.0;0.01
1212.csv;;0
4133.csv;1.0;0.01
391.csv;1.0;0.01
3541.csv;1.0;0.02
523.csv;1.0;0.02
3682.csv;1.0;0.02
1943.csv;;0
4094.csv;1.0;0.03
1758.csv;1.0;0.03
3860.csv;1.0;0.03
982.csv;1.0;0.01
3764.csv;;0
3228.csv;;0
2227.csv;1.0;0.04
189.csv;1.0;0.01
2228.csv;1.0;0.03
2522.csv;;0
3751.csv;1.0;0.03
3486.csv;;0
3583.csv;;0
35.csv;1.0;0.03
1018.csv;1.0;0.01
4020.csv;1.0;0.07
1095.csv;;0
4826.csv;;0
4343.csv;;0
1025.csv;1.0;0.01
4635.csv;1.0;0.03
1144.csv;;0
1295.csv;1.0;0.01
2476.csv;1.0;0.02
2957.csv;1.0;0.02
1259.csv;;0
1765.csv;;0
2725.csv;1.0;0.01
384.csv;1.0;0.02
4958.csv;;0
2136.csv;;0
3746.csv;;0
3365.csv;;0
3161.csv;1.0;0.01
1703.csv;;0
1607.csv;1.0;0.01
1661.csv;;0
4598.csv;1.0;0.01
4452.csv;;0
3844.csv;;0
2188.csv;1.0;0.01
3064.csv;1.0;0.01
1830.csv;;0
1692.csv;1.0;0.03
4444.csv;1.0;0.02
3184.csv;1.0;0.02
2591.csv;1.0;0.02
1294.csv;;0
3811.csv;;0
212.csv;1.0;0.02
4695.csv;1.0;0.01
2159.csv;;0
3823.csv;;0
2978.csv;1.0;0.03
2442.csv;;0
3499.csv;1.0;0.01
1767.csv;1.0;0.01
1399.csv;1.0;0.01
2002.csv;1.0;0.02
1303.csv;1.0;0.02
3834.csv;;0
1280.csv;;0
2842.csv;1.0;0.01
3335.csv;1.0;0.01
581.csv;1.0;0.02
284.csv;1.0;0.04
2071.csv;;0
3245.csv;;0
611.csv;1.0;0.02
227.csv;1.0;0.01
4111.csv;;0
3011.csv;;0
2861.csv;;0
4688.csv;;0
4796.csv;1.0;0.01
4828.csv;1.0;0.01
4267.csv;1.0;0.02
3992.csv;;0
1598.csv;1.0;0.01
2722.csv;1.0;0.04
2224.csv;;0
3938.csv;;0
2456.csv;1.0;0.01
4605.csv;1.0;0.02
4640.csv;1.0;0.03
3511.csv;;0
4757.csv;;0
990.csv;;0
1505.csv;1.0;0.01
3600.csv;1.0;0.01
659.csv;1.0;0.01
3725.csv;1.0;0.04
1233.csv;1.0;0.01
3020.csv;1.0;0.02
1770.csv;;0
792.csv;1.0;0.02
3095.csv;1.0;0.01
4419.csv;1.0;0.01
3026.csv;1.0;0.02
490.csv;;0
3485.csv;1.0;0.02
4575.csv;;0
2108.csv;1.0;0.05
3765.csv;;0
3791.csv;;0
3058.csv;1.0;0.02
4390.csv;1.0;0.01
4650.csv;1.0;0.02
3637.csv;;0
3549.csv;1.0;0.02
753.csv;1.0;0.02
3630.csv;1.0;0.04
1266.csv;1.0;0.01
4083.csv;;0
3838.csv;1.0;0.01
3013.csv;;0
2855.csv;1.0;0.01
924.csv;;0
4096.csv;1.0;0.01
2433.csv;;0
1525.csv;1.0;0.02
2281.csv;1.0;0.01
400.csv;1.0;0.01
2098.csv;1.0;0.03
2193.csv;1.0;0.03
762.csv;1.0;0.02
394.csv;;0
145.csv;1.0;0.04
2911.csv;;0
4368.csv;;0
167.csv;1.0;0.03
2155.csv;1.0;0.01
3610.csv;1.0;0.02
1134.csv;1.0;0.01
890.csv;;0
2167.csv;;0
325.csv;;0
4854.csv;;0
1448.csv;1.0;0.02
1367.csv;;0
1544.csv;;0
3876.csv;1.0;0.01
2403.csv;1.0;0.03
4947.csv;1.0;0.01
4480.csv;1.0;0.01
1861.csv;1.0;0.02
2862.csv;;0
3524.csv;;0
3286.csv;1.0;0.02
375.csv;1.0;0.04
19.csv;;0
2646.csv;;0
23.csv;;0
4832.csv;;0
4370.csv;;0
3433.csv;;0
3523.csv;;0
3166.csv;1.0;0.01
2374.csv;;0
3420.csv;1.0;0.01
74.csv;1.0;0.02
4183.csv;;0
3999.csv;;0
1565.csv;;0
3165.csv;;0
1263.csv;;0
1513.csv;;0
3399.csv;;0
4678.csv;1.0;0.02
3271.csv;1.0;0.02
3986.csv;1.0;0.02
3293.csv;1.0;0.03
1496.csv;;0
1793.csv;1.0;0.02
1777.csv;1.0;0.01
2921.csv;1.0;0.03
1497.csv;;0
4862.csv;1.0;0.01
3929.csv;;0
3578.csv;1.0;0.02
1731.csv;;0
4416.csv;1.0;0.03
4633.csv;1.0;0.02
744.csv;1.0;0.01
2516.csv;;0
4022.csv;;0
689.csv;;0
2869.csv;;0
4594.csv;;0
1817.csv;1.0;0.01
1912.csv;;0
155.csv;1.0;0.04
707.csv;;0
2609.csv;;0
3206.csv;1.0;0.03
1037.csv;1.0;0.01
2647.csv;1.0;0.02
2165.csv;1.0;0.03
1812.csv;1.0;0.02
3233.csv;1.0;0.02
4321.csv;;0
3877.csv;;0
4118.csv;1.0;0.01
3626.csv;1.0;0.03
2896.csv;;0
3801.csv;;0
1001.csv;1.0;0.02
1685.csv;;0
4727.csv;1.0;0.01
4617.csv;;0
857.csv;;0
3412.csv;1.0;0.01
1969.csv;;0
2493.csv;1.0;0.01
1344.csv;;0
1182.csv;1.0;0.01
72.csv;1.0;0.02
73.csv;;0
3079.csv;;0
2365.csv;1.0;0.01
1084.csv;;0
4995.csv;;0
1558.csv;;0
1711.csv;1.0;0.02
2658.csv;;0
4397.csv;1.0;0.01
810.csv;1.0;0.02
913.csv;1.0;0.01
2837.csv;1.0;0.02
559.csv;1.0;0.02
1850.csv;1.0;0.04
2731.csv;1.0;0.01
2856.csv;;0
2688.csv;1.0;0.01
1184.csv;1.0;0.03
917.csv;;0
2858.csv;1.0;0.01
1674.csv;;0
3424.csv;1.0;0.05
4365.csv;1.0;0.02
4344.csv;1.0;0.01
3483.csv;1.0;0.01
3653.csv;;0
4255.csv;1.0;0.02
4875.csv;;0
3163.csv;1.0;0.03
3368.csv;1.0;0.03
2203.csv;;0
1435.csv;1.0;0.01
1052.csv;;0
1838.csv;;0
3503.csv;1.0;0.01
1475.csv;1.0;0.02
4742.csv;1.0;0.01
3204.csv;1.0;0.03
3527.csv;;0
137.csv;;0
888.csv;1.0;0.04
4346.csv;;0
1387.csv;1.0;0.02
3951.csv;;0
684.csv;1.0;0.01
3326.csv;1.0;0.03
2353.csv;1.0;0.02
4866.csv;1.0;0.03
714.csv;1.0;0.04
2356.csv;1.0;0.03
389.csv;1.0;0.03
1547.csv;;0
4318.csv;;0
4051.csv;1.0;0.01
4641.csv;;0
1924.csv;1.0;0.02
943.csv;1.0;0.02
4712.csv;;0
215.csv;1.0;0.02
281.csv;1.0;0.03
3579.csv;1.0;0.01
2652.csv;;0
4392.csv;1.0;0.02
1221.csv;;0
4197.csv;1.0;0.01
4908.csv;;0
1284.csv;;0
1351.csv;;0
4609.csv;1.0;0.05
305.csv;1.0;0.02
3347.csv;;0
3496.csv;1.0;0.04
4918.csv;;0
507.csv;1.0;0.01
2753.csv;;0
946.csv;1.0;0.01
3998.csv;1.0;0.03
3479.csv;1.0;0.03
193.csv;1.0;0.03
2302.csv;;0
531.csv;1.0;0.01
1311.csv;1.0;0.01
3793.csv;1.0;0.01
4181.csv;1.0;0.01
629.csv;1.0;0.01
3854.csv;;0
3449.csv;;0
4567.csv;;0
1717.csv;1.0;0.02
694.csv;1.0;0.02
4719.csv;;0
1567.csv;;0
771.csv;1.0;0.01
3569.csv;1.0;0.02
1197.csv;;0
3741.csv;1.0;0.02
1900.csv;1.0;0.01
4850.csv;;0
1004.csv;1.0;0.01
1158.csv;;0
3151.csv;1.0;0.01
1029.csv;1.0;0.03
476.csv;1.0;0.01
2530.csv;;0
458.csv;1.0;0.03
4010.csv;1.0;0.02
4227.csv;1.0;0.04
81.csv;1.0;0.02
829.csv;1.0;0.02
647.csv;1.0;0.01
62.csv;;0
2824.csv;;0
767.csv;;0
1954.csv;1.0;0.01
3307.csv;1.0;0.03
1419.csv;;0
3110.csv;1.0;0.03
1404.csv;;0
4442.csv;;0
1718.csv;;0
866.csv;;0
710.csv;1.0;0.02
4822.csv;1.0;0.03
208.csv;;0
2146.csv;;0
1333.csv;;0
885.csv;1.0;0.03
1393.csv;;0
1636.csv;;0
4079.csv;1.0;0.02
2217.csv;1.0;0.04
4360.csv;;0
3849.csv;;0
1538.csv;1.0;0.02
4820.csv;;0
4506.csv;1.0;0.05
1193.csv;;0
1947.csv;;0
747.csv;1.0;0.03
178.csv;1.0;0.02
4585.csv;1.0;0.02
3116.csv;;0
3186.csv;;0
1119.csv;1.0;0.01
1008.csv;1.0;0.02
4339.csv;1.0;0.02
4421.csv;;0
936.csv;1.0;0.03
1790.csv;1.0;0.04
4715.csv;1.0;0.01
3920.csv;;0
211.csv;1.0;0.01
670.csv;1.0;0.02
843.csv;1.0;0.01
4144.csv;;0
3452.csv;1.0;0.03
739.csv;;0
4713.csv;;0
3030.csv;;0
1326.csv;;0
2210.csv;;0
3254.csv;1.0;0.01
4855.csv;;0
4230.csv;;0
850.csv;1.0;0.01
4031.csv;1.0;0.02
244.csv;1.0;0.02
70.csv;1.0;0.01
2922.csv;;0
4195.csv;;0
4961.csv;;0
4350.csv;;0
4987.csv;;0
1506.csv;1.0;0.04
1963.csv;1.0;0.02
4004.csv;;0
825.csv;1.0;0.02
3257.csv;1.0;0.04
628.csv;1.0;0.02
1890.csv;1.0;0.02
3632.csv;1.0;0.01
4015.csv;1.0;0.03
4989.csv;;0
3891.csv;;0
835.csv;1.0;0.01
2226.csv;1.0;0.03
2774.csv;1.0;0.01
2759.csv;1.0;0.01
1803.csv;1.0;0.02
127.csv;;0
837.csv;1.0;0.05
338.csv;1.0;0.02
3003.csv;1.0;0.03
2489.csv;1.0;0.01
3852.csv;;0
3954.csv;;0
1755.csv;;0
4844.csv;;0
1534.csv;1.0;0.02
1907.csv;1.0;0.02
686.csv;1.0;0.01
2793.csv;;0
4436.csv;1.0;0.03
2089.csv;;0
4404.csv;;0
1611.csv;;0
844.csv;1.0;0.03
2818.csv;1.0;0.01
1172.csv;1.0;0.02
2682.csv;;0
3848.csv;1.0;0.02
3144.csv;1.0;0.01
2310.csv;;0
2411.csv;;0
3887.csv;;0
4458.csv;1.0;0.01
845.csv;;0
1416.csv;1.0;0.03
190.csv;;0
958.csv;1.0;0.01
4716.csv;;0
4492.csv;1.0;0.01
1614.csv;;0
2400.csv;1.0;0.01
231.csv;;0
1157.csv;1.0;0.03
1668.csv;1.0;0.02
262.csv;1.0;0.03
2502.csv;1.0;0.03
995.csv;1.0;0.03
4238.csv;1.0;0.01
849.csv;;0
1690.csv;1.0;0.03
2920.csv;1.0;0.02
1151.csv;1.0;0.03
1147.csv;;0
927.csv;;0
2314.csv;;0
2241.csv;1.0;0.01
2956.csv;1.0;0.02
1160.csv;;0
2659.csv;1.0;0.02
1112.csv;;0
55.csv;;0
1493.csv;;0
3484.csv;1.0;0.05
2142.csv;1.0;0.05
316.csv;;0
815.csv;;0
2329.csv;1.0;0.02
4636.csv;1.0;0.02
2919.csv;1.0;0.01
1471.csv;1.0;0.02
2874.csv;;0
4000.csv;;0
4494.csv;1.0;0.02
961.csv;1.0;0.01
4417.csv;1.0;0.03
4599.csv;1.0;0.02
1078.csv;;0
4277.csv;1.0;0.04
3459.csv;1.0;0.01
3075.csv;;0
2865.csv;1.0;0.02
674.csv;1.0;0.01
2091.csv;;0
2580.csv;;0
2736.csv;1.0;0.04
3818.csv;1.0;0.02
165.csv;1.0;0.01
3150.csv;1.0;0.02
360.csv;1.0;0.05
2248.csv;1.0;0.02
1030.csv;1.0;0.02
2250.csv;;0
3070.csv;1.0;0.01
4550.csv;;0
1076.csv;1.0;0.01
951.csv;1.0;0.04
4437.csv;1.0;0.02
2347.csv;;0
3846.csv;;0
120.csv;1.0;0.03
133.csv;1.0;0.01
1395.csv;1.0;0.01
286.csv;1.0;0.02
1753.csv;1.0;0.03
521.csv;;0
1727.csv;;0
1709.csv;;0
3336.csv;;0
812.csv;;0
4016.csv;1.0;0.02
4405.csv;1.0;0.01
1959.csv;;0
1676.csv;1.0;0.03
3109.csv;1.0;0.03
4579.csv;1.0;0.01
2230.csv;1.0;0.02
3721.csv;1.0;0.04
3074.csv;1.0;0.01
2308.csv;1.0;0.01
558.csv;1.0;0.01
3402.csv;1.0;0.01
956.csv;1.0;0.01
283.csv;1.0;0.02
2710.csv;1.0;0.04
3358.csv;;0
820.csv;;0
2265.csv;1.0;0.02
2406.csv;1.0;0.01
3945.csv;1.0;0.02
4253.csv;1.0;0.01
4996.csv;1.0;0.03
4551.csv;1.0;0.02
505.csv;;0
1602.csv;1.0;0.03
1965.csv;1.0;0.03
2140.csv;;0
1291.csv;1.0;0.02
4008.csv;;0
2023.csv;1.0;0.01
1583.csv;1.0;0.01
312.csv;1.0;0.02
2183.csv;;0
65.csv;1.0;0.01
4906.csv;;0
1492.csv;1.0;0.02
2392.csv;1.0;0.02
2805.csv;1.0;0.03
2596.csv;;0
453.csv;1.0;0.01
4196.csv;1.0;0.02
4533.csv;1.0;0.02
2390.csv;1.0;0.04
3594.csv;;0
2573.csv;1.0;0.03
696.csv;1.0;0.03
1507.csv;1.0;0.01
645.csv;1.0;0.02
4859.csv;1.0;0.02
3394.csv;;0
1880.csv;1.0;0.01
2084.csv;;0
2908.csv;;0
809.csv;1.0;0.01
406.csv;1.0;0.01
2820.csv;;0
4852.csv;;0
1520.csv;1.0;0.02
4131.csv;1.0;0.01
1553.csv;1.0;0.01
751.csv;1.0;0.01
468.csv;1.0;0.02
464.csv;1.0;0.02
3789.csv;1.0;0.03
1411.csv;1.0;0.01
1385.csv;;0
3439.csv;1.0;0.02
450.csv;;0
2452.csv;;0
30.csv;;0
1214.csv;1.0;0.05
4356.csv;;0
896.csv;;0
168.csv;1.0;0.01
727.csv;;0
3047.csv;1.0;0.04
2684.csv;;0
66.csv;;0
631.csv;1.0;0.01
2109.csv;;0
3519.csv;1.0;0.01
1237.csv;1.0;0.04
841.csv;1.0;0.02
4588.csv;1.0;0.01
2363.csv;;0
3750.csv;1.0;0.02
728.csv;;0
1090.csv;1.0;0.02
1356.csv;1.0;0.02
1143.csv;;0
2073.csv;1.0;0.03
99.csv;;0
4226.csv;;0
3338.csv;;0
1472.csv;;0
340.csv;1.0;0.01
884.csv;1.0;0.02
2650.csv;1.0;0.01
2384.csv;1.0;0.02
1162.csv;1.0;0.02
3718.csv;1.0;0.02
1852.csv;1.0;0.02
3383.csv;1.0;0.01
3508.csv;1.0;0.01
3361.csv;;0
1928.csv;;0
180.csv;;0
3375.csv;1.0;0.02
4560.csv;1.0;0.03
3488.csv;;0
2068.csv;;0
3277.csv;1.0;0.01
3561.csv;1.0;0.03
894.csv;1.0;0.02
4552.csv;;0
1464.csv;;0
2114.csv;1.0;0.02
3677.csv;;0
1063.csv;1.0;0.02
4531.csv;1.0;0.01
3329.csv;;0
3181.csv;;0
3278.csv;1.0;0.01
3693.csv;1.0;0.04
3363.csv;1.0;0.01
2216.csv;;0
1080.csv;1.0;0.02
2020.csv;1.0;0.02
822.csv;1.0;0.01
4235.csv;;0
299.csv;;0
1826.csv;;0
4451.csv;1.0;0.01
4745.csv;;0
719.csv;1.0;0.02
3816.csv;;0
4970.csv;;0
4885.csv;;0
1939.csv;;0
2316.csv;1.0;0.03
2409.csv;;0
1656.csv;;0
2639.csv;1.0;0.01
501.csv;1.0;0.03
745.csv;1.0;0.02
3636.csv;1.0;0.04
3907.csv;;0
4865.csv;;0
4043.csv;1.0;0.01
1500.csv;;0
978.csv;1.0;0.02
4574.csv;1.0;0.01
1720.csv;;0
4228.csv;;0
881.csv;;0
873.csv;;0
698.csv;;0
1467.csv;1.0;0.01
3604.csv;;0
2284.csv;1.0;0.04
4900.csv;1.0;0.03
1019.csv;;0
3858.csv;;0
1604.csv;1.0;0.02
3622.csv;;0
2396.csv;1.0;0.04
4048.csv;;0
1111.csv;1.0;0.04
4485.csv;;0
2474.csv;1.0;0.02
4795.csv;1.0;0.01
3651.csv;;0
3820.csv;1.0;0.03
2899.csv;1.0;0.03
2611.csv;1.0;0.02
43.csv;1.0;0.02
4373.csv;;0
2484.csv;1.0;0.01
3906.csv;1.0;0.01
438.csv;;0
3912.csv;1.0;0.02
4159.csv;1.0;0.04
4592.csv;;0
1702.csv;;0
2835.csv;1.0;0.03
1925.csv;;0
2118.csv;;0
2231.csv;;0
3547.csv;;0
554.csv;1.0;0.01
2164.csv;;0
3930.csv;;0
2197.csv;;0
3506.csv;1.0;0.03
1701.csv;;0
561.csv;1.0;0.01
4780.csv;1.0;0.01
218.csv;1.0;0.01
177.csv;1.0;0.01
2851.csv;;0
2437.csv;;0
623.csv;;0
2460.csv;1.0;0.01
803.csv;1.0;0.03
3126.csv;;0
3299.csv;;0
1453.csv;;0
4232.csv;1.0;0.02
1410.csv;1.0;0.02
4879.csv;;0
2875.csv;1.0;0.02
3712.csv;;0
1584.csv;;0
1016.csv;;0
851.csv;1.0;0.04
4831.csv;;0
1044.csv;;0
4170.csv;1.0;0.02
4776.csv;1.0;0.04
1629.csv;;0
2357.csv;;0
4801.csv;;0
17.csv;;0
2868.csv;;0
2871.csv;1.0;0.02
1118.csv;1.0;0.01
585.csv;1.0;0.01
3656.csv;;0
504.csv;1.0;0.02
3766.csv;;0
4726.csv;;0
4288.csv;;0
3568.csv;;0
4263.csv;1.0;0.01
2122.csv;1.0;0.01
421.csv;;0
2173.csv;1.0;0.06
2128.csv;1.0;0.01
3498.csv;1.0;0.03
3356.csv;1.0;0.01
1627.csv;1.0;0.04
3083.csv;;0
2686.csv;;0
3943.csv;;0
1993.csv;;0
327.csv;1.0;0.01
1097.csv;;0
2823.csv;1.0;0.01
4612.csv;;0
4293.csv;1.0;0.04
3087.csv;;0
1546.csv;;0
1572.csv;;0
702.csv;;0
2775.csv;;0
4998.csv;;0
4625.csv;1.0;0.01
678.csv;1.0;0.02
1920.csv;1.0;0.03
1559.csv;;0
1267.csv;;0
1248.csv;;0
600.csv;;0
376.csv;1.0;0.01
1935.csv;1.0;0.01
1566.csv;;0
2947.csv;1.0;0.01
3230.csv;;0
4115.csv;1.0;0.01
2040.csv;1.0;0.02
117.csv;1.0;0.01
3350.csv;1.0;0.01
4792.csv;1.0;0.02
4953.csv;1.0;0.01
2393.csv;1.0;0.02
288.csv;1.0;0.01
2599.csv;1.0;0.03
3346.csv;;0
1085.csv;;0
3237.csv;;0
4999.csv;1.0;0.01
4413.csv;1.0;0.02
3397.csv;1.0;0.01
823.csv;;0
1335.csv;1.0;0.01
2918.csv;1.0;0.01
2866.csv;;0
2148.csv;;0
2112.csv;;0
3266.csv;;0
1612.csv;1.0;0.01
188.csv;;0
1290.csv;1.0;0.02
4438.csv;;0
4040.csv;1.0;0.01
4011.csv;;0
2323.csv;1.0;0.02
4663.csv;;0
1466.csv;1.0;0.02
4920.csv;1.0;0.03
1645.csv;1.0;0.01
912.csv;;0
4071.csv;1.0;0.03
4779.csv;1.0;0.01
2572.csv;;0
4068.csv;1.0;0.03
318.csv;1.0;0.03
867.csv;1.0;0.01
2750.csv;1.0;0.01
410.csv;;0
3870.csv;1.0;0.02
721.csv;1.0;0.03
267.csv;1.0;0.03
798.csv;1.0;0.01
3444.csv;1.0;0.01
100.csv;1.0;0.01
1177.csv;1.0;0.02
2987.csv;;0
2758.csv;;0
3073.csv;;0
3471.csv;1.0;0.01
424.csv;1.0;0.02
1364.csv;1.0;0.02
26.csv;1.0;0.05
583.csv;1.0;0.02
2926.csv;1.0;0.01
156.csv;1.0;0.02
983.csv;;0
910.csv;1.0;0.01
1999.csv;;0
86.csv;1.0;0.01
1460.csv;;0
2566.csv;;0
1034.csv;1.0;0.01
1431.csv;1.0;0.01
3168.csv;;0
4812.csv;1.0;0.01
3105.csv;1.0;0.02
3330.csv;1.0;0.05
4717.csv;1.0;0.02
1219.csv;1.0;0.02
3409.csv;1.0;0.04
2016.csv;;0
3909.csv;;0
4462.csv;;0
2593.csv;1.0;0.05
4340.csv;1.0;0.01
4206.csv;;0
4354.csv;1.0;0.02
1524.csv;1.0;0.02
4149.csv;1.0;0.02
2724.csv;1.0;0.01
4050.csv;1.0;0.01
2701.csv;;0
4454.csv;1.0;0.01
3280.csv;;0
1343.csv;1.0;0.01
4134.csv;;0
3046.csv;;0
3320.csv;1.0;0.03
4616.csv;;0
4069.csv;;0
3581.csv;;0
2134.csv;;0
2290.csv;;0
1942.csv;1.0;0.01
2135.csv;;0
2778.csv;;0
2014.csv;1.0;0.02
1766.csv;1.0;0.01
1844.csv;1.0;0.01
386.csv;1.0;0.01
3041.csv;1.0;0.02
1047.csv;1.0;0.03
3410.csv;;0
1186.csv;;0
1015.csv;1.0;0.03
1609.csv;;0
1251.csv;;0
4679.csv;1.0;0.01
2307.csv;;0
3613.csv;1.0;0.02
3701.csv;1.0;0.01
3638.csv;1.0;0.02
4930.csv;1.0;0.01
4751.csv;1.0;0.01
1009.csv;;0
1670.csv;1.0;0.02
176.csv;;0
2608.csv;1.0;0.01
4538.csv;;0
832.csv;1.0;0.02
2699.csv;1.0;0.04
3595.csv;1.0;0.06
2082.csv;;0
2644.csv;;0
1115.csv;1.0;0.02
626.csv;1.0;0.03
1361.csv;1.0;0.01
3390.csv;;0
1801.csv;1.0;0.02
115.csv;;0
433.csv;;0
1934.csv;;0
4119.csv;1.0;0.01
4464.csv;;0
2902.csv;1.0;0.04
456.csv;1.0;0.02
3558.csv;1.0;0.03
2462.csv;1.0;0.01
240.csv;1.0;0.02
3202.csv;;0
4764.csv;1.0;0.01
3460.csv;1.0;0.02
4358.csv;;0
607.csv;1.0;0.01
1127.csv;;0
2802.csv;;0
3453.csv;;0
4802.csv;;0
935.csv;1.0;0.02
216.csv;1.0;0.03
1405.csv;1.0;0.02
2551.csv;1.0;0.01
257.csv;;0
3603.csv;;0
2951.csv;;0
741.csv;1.0;0.02
1841.csv;;0
258.csv;;0
2853.csv;1.0;0.02
4931.csv;1.0;0.01
84.csv;1.0;0.02
181.csv;1.0;0.01
2117.csv;1.0;0.01
3916.csv;;0
1021.csv;1.0;0.01
1597.csv;1.0;0.01
4042.csv;;0
2767.csv;;0
2808.csv;;0
1760.csv;;0
3464.csv;;0
648.csv;1.0;0.02
2317.csv;1.0;0.02
4755.csv;;0
1298.csv;1.0;0.02
2279.csv;;0
2064.csv;1.0;0.02
1795.csv;1.0;0.01
4837.csv;1.0;0.02
3477.csv;1.0;0.01
4924.csv;;0
1488.csv;1.0;0.02
4058.csv;;0
3366.csv;1.0;0.02
4090.csv;;0
1065.csv;;0
2518.csv;1.0;0.02
788.csv;1.0;0.02
1966.csv;;0
986.csv;;0
4199.csv;1.0;0.01
3792.csv;1.0;0.06
1163.csv;1.0;0.01
203.csv;;0
111.csv;1.0;0.02
4055.csv;1.0;0.03
4473.csv;;0
3575.csv;1.0;0.01
1649.csv;;0
2848.csv;;0
4876.csv;1.0;0.01
4236.csv;1.0;0.03
502.csv;;0
3933.csv;;0
1196.csv;1.0;0.02
3022.csv;1.0;0.02
3408.csv;1.0;0.02
1837.csv;1.0;0.04
470.csv;;0
4683.csv;;0
3324.csv;1.0;0.04
34.csv;1.0;0.02
4279.csv;1.0;0.01
4899.csv;1.0;0.01
455.csv;;0
4808.csv;;0
2366.csv;;0
3235.csv;;0
3621.csv;1.0;0.03
1591.csv;1.0;0.04
3602.csv;;0
1989.csv;;0
4941.csv;1.0;0.01
7.csv;1.0;0.01
2592.csv;1.0;0.01
1339.csv;;0
2277.csv;1.0;0.02
451.csv;1.0;0.01
